組別,分數區間均數,人數,百分比,累計人數,累計百分比
46,13.5,1,0,23634,96.08
46,10.5,0,0,23634,96.08
46,7.5,0,0,23634,96.08
46,4.5,0,0,23634,96.08
46,1.5,964,3.92,24598,100
47,398,0,0,0,0
47,394,0,0,0,0
47,390,0,0,0,0
47,386,0,0,0,0
47,382,0,0,0,0
47,378,1,0,1,0
47,374,2,0.01,3,0.01
47,370,6,0.03,9,0.04
47,366,5,0.02,14,0.06
47,362,16,0.07,30,0.14
47,358,27,0.12,57,0.26
47,354,53,0.25,110,0.51
47,350,71,0.33,181,0.84
47,346,100,0.46,281,1.3
47,342,124,0.57,405,1.87
47,338,166,0.77,571,2.64
47,334,209,0.97,780,3.61
47,330,252,1.17,1032,4.77
47,326,266,1.23,1298,6
47,322,304,1.41,1602,7.41
47,318,377,1.74,1979,9.15
47,314,361,1.67,2340,10.82
47,310,375,1.73,2715,12.56
47,306,390,1.8,3105,14.36
47,302,397,1.84,3502,16.2
47,298,400,1.85,3902,18.05
47,294,426,1.97,4328,20.02
47,290,404,1.87,4732,21.89
47,286,447,2.07,5179,23.95
47,282,404,1.87,5583,25.82
47,278,421,1.95,6004,27.77
47,274,427,1.97,6431,29.74
47,270,448,2.07,6879,31.81
47,266,448,2.07,7327,33.89
47,262,471,2.18,7798,36.07
47,258,437,2.02,8235,38.09
47,254,424,1.96,8659,40.05
47,250,458,2.12,9117,42.17
47,246,451,2.09,9568,44.25
47,242,429,1.98,9997,46.24
47,238,485,2.24,10482,48.48
47,234,455,2.1,10937,50.58
47,230,484,2.24,11421,52.82
47,226,466,2.16,11887,54.98
47,222,453,2.1,12340,57.07
47,218,461,2.13,12801,59.2
47,214,447,2.07,13248,61.27
47,210,402,1.86,13650,63.13
47,206,457,2.11,14107,65.24
47,202,488,2.26,14595,67.5
47,198,425,1.97,15020,69.47
47,194,430,1.99,15450,71.45
47,190,410,1.9,15860,73.35
47,186,392,1.81,16252,75.16
47,182,410,1.9,16662,77.06
47,178,393,1.82,17055,78.88
47,174,346,1.6,17401,80.48
47,170,346,1.6,17747,82.08
47,166,350,1.62,18097,83.7
47,162,277,1.28,18374,84.98
47,158,276,1.28,18650,86.25
47,154,264,1.22,18914,87.48
47,150,242,1.12,19156,88.59
47,146,195,0.9,19351,89.5
47,142,204,0.94,19555,90.44
47,138,181,0.84,19736,91.28
47,134,142,0.66,19878,91.93
47,130,107,0.49,19985,92.43
47,126,130,0.6,20115,93.03
47,122,82,0.38,20197,93.41
47,118,92,0.43,20289,93.83
47,114,66,0.31,20355,94.14
47,110,74,0.34,20429,94.48
47,106,58,0.27,20487,94.75
47,102,61,0.28,20548,95.03
47,98,31,0.14,20579,95.18
47,94,34,0.16,20613,95.33
47,90,30,0.14,20643,95.47
47,86,30,0.14,20673,95.61
47,82,29,0.13,20702,95.75
47,78,11,0.05,20713,95.8
47,74,20,0.09,20733,95.89
47,70,11,0.05,20744,95.94
47,66,5,0.02,20749,95.96
47,62,13,0.06,20762,96.02
47,58,9,0.04,20771,96.06
47,54,6,0.03,20777,96.09
47,50,3,0.01,20780,96.11
47,46,7,0.03,20787,96.14
47,42,5,0.02,20792,96.16
47,38,4,0.02,20796,96.18
47,34,2,0.01,20798,96.19
47,30,3,0.01,20801,96.2
47,26,1,0,20802,96.21
47,22,0,0,20802,96.21
47,18,0,0,20802,96.21
47,14,2,0.01,20804,96.22
47,10,0,0,20804,96.22
47,6,0,0,20804,96.22
47,2,818,3.78,21622,100
48,298.5,0,0,0,0
48,295.5,0,0,0,0
48,292.5,0,0,0,0
48,289.5,0,0,0,0
48,286.5,0,0,0,0
48,283.5,0,0,0,0
48,280.5,1,0,1,0
48,277.5,1,0,2,0.01
48,274.5,5,0.02,7,0.03
48,271.5,10,0.04,17,0.07
48,268.5,16,0.06,33,0.13
48,265.5,30,0.12,63,0.24
48,262.5,54,0.21,117,0.45
48,259.5,76,0.3,193,0.75
48,256.5,123,0.48,316,1.23
48,253.5,133,0.52,449,1.74
48,250.5,209,0.81,658,2.56
48,247.5,239,0.93,897,3.48
48,244.5,249,0.97,1146,4.45
48,241.5,333,1.29,1479,5.75
48,238.5,332,1.29,1811,7.03
48,235.5,419,1.63,2230,8.66
48,232.5,441,1.71,2671,10.38
48,229.5,482,1.87,3153,12.25
48,226.5,451,1.75,3604,14
48,223.5,484,1.88,4088,15.88
48,220.5,465,1.81,4553,17.69
48,217.5,499,1.94,5052,19.62
48,214.5,519,2.02,5571,21.64
48,211.5,482,1.87,6053,23.51
48,208.5,514,2,6567,25.51
48,205.5,501,1.95,7068,27.46
48,202.5,527,2.05,7595,29.5
48,199.5,487,1.89,8082,31.39
48,196.5,497,1.93,8579,33.33
48,193.5,487,1.89,9066,35.22
48,190.5,505,1.96,9571,37.18
48,187.5,516,2,10087,39.18
48,184.5,514,2,10601,41.18
48,181.5,457,1.78,11058,42.96
48,178.5,548,2.13,11606,45.08
48,175.5,506,1.97,12112,47.05
48,172.5,541,2.1,12653,49.15
48,169.5,559,2.17,13212,51.32
48,166.5,513,1.99,13725,53.32
48,163.5,537,2.09,14262,55.4
48,160.5,592,2.3,14854,57.7
48,157.5,528,2.05,15382,59.75
48,154.5,551,2.14,15933,61.89
48,151.5,596,2.32,16529,64.21
48,148.5,551,2.14,17080,66.35
48,145.5,536,2.08,17616,68.43
48,142.5,532,2.07,18148,70.5
48,139.5,577,2.24,18725,72.74
48,136.5,502,1.95,19227,74.69
48,133.5,477,1.85,19704,76.54
48,130.5,445,1.73,20149,78.27
48,127.5,436,1.69,20585,79.96
48,124.5,437,1.7,21022,81.66
48,121.5,371,1.44,21393,83.1
48,118.5,364,1.41,21757,84.52
48,115.5,342,1.33,22099,85.84
48,112.5,288,1.12,22387,86.96
48,109.5,302,1.17,22689,88.14
48,106.5,252,0.98,22941,89.12
48,103.5,228,0.89,23169,90
48,100.5,190,0.74,23359,90.74
48,97.5,191,0.74,23550,91.48
48,94.5,165,0.64,23715,92.12
48,91.5,139,0.54,23854,92.66
48,88.5,142,0.55,23996,93.21
48,85.5,116,0.45,24112,93.66
48,82.5,101,0.39,24213,94.06
48,79.5,108,0.42,24321,94.48
48,76.5,67,0.26,24388,94.74
48,73.5,57,0.22,24445,94.96
48,70.5,53,0.21,24498,95.16
48,67.5,39,0.15,24537,95.32
48,64.5,45,0.17,24582,95.49
48,61.5,24,0.09,24606,95.58
48,58.5,23,0.09,24629,95.67
48,55.5,20,0.08,24649,95.75
48,52.5,9,0.03,24658,95.79
48,49.5,10,0.04,24668,95.82
48,46.5,7,0.03,24675,95.85
48,43.5,7,0.03,24682,95.88
48,40.5,5,0.02,24687,95.9
48,37.5,5,0.02,24692,95.92
48,34.5,4,0.02,24696,95.93
48,31.5,3,0.01,24699,95.94
48,28.5,2,0.01,24701,95.95
48,25.5,0,0,24701,95.95
48,22.5,1,0,24702,95.96
48,19.5,1,0,24703,95.96
48,16.5,1,0,24704,95.96
48,13.5,2,0.01,24706,95.97
48,10.5,0,0,24706,95.97
48,7.5,2,0.01,24708,95.98
48,4.5,0,0,24708,95.98
48,1.5,1035,4.02,25743,100
50,398,0,0,0,0
50,394,0,0,0,0
50,390,0,0,0,0
50,386,0,0,0,0
50,382,0,0,0,0
50,378,0,0,0,0
50,374,1,0,1,0
50,370,6,0.03,7,0.03
50,366,5,0.02,12,0.05
50,362,9,0.04,21,0.09
50,358,16,0.07,37,0.16
50,354,29,0.13,66,0.29
50,350,67,0.3,133,0.59
50,346,68,0.3,201,0.89
50,342,109,0.48,310,1.38
50,338,137,0.61,447,1.99
50,334,196,0.87,643,2.86
50,330,221,0.98,864,3.84
50,326,246,1.09,1110,4.93
50,322,298,1.32,1408,6.25
50,318,355,1.58,1763,7.83
50,314,421,1.87,2184,9.7
50,310,417,1.85,2601,11.55
50,306,419,1.86,3020,13.42
50,302,425,1.89,3445,15.3
50,298,432,1.92,3877,17.22
50,294,473,2.1,4350,19.32
50,290,454,2.02,4804,21.34
50,286,450,2,5254,23.34
50,282,487,2.16,5741,25.5
50,278,458,2.03,6199,27.54
50,274,504,2.24,6703,29.78
50,270,520,2.31,7223,32.09
50,266,504,2.24,7727,34.33
50,262,464,2.06,8191,36.39
50,258,473,2.1,8664,38.49
50,254,461,2.05,9125,40.54
50,250,492,2.19,9617,42.72
50,246,476,2.11,10093,44.84
50,242,508,2.26,10601,47.09
50,238,510,2.27,11111,49.36
50,234,508,2.26,11619,51.62
50,230,478,2.12,12097,53.74
50,226,549,2.44,12646,56.18
50,222,495,2.2,13141,58.38
50,218,522,2.32,13663,60.7
50,214,459,2.04,14122,62.74
50,210,509,2.26,14631,65
50,206,501,2.23,15132,67.22
50,202,478,2.12,15610,69.35
50,198,467,2.07,16077,71.42
50,194,478,2.12,16555,73.55
50,190,434,1.93,16989,75.47
50,186,389,1.73,17378,77.2
50,182,384,1.71,17762,78.91
50,178,386,1.71,18148,80.62
50,174,359,1.59,18507,82.22
50,170,316,1.4,18823,83.62
50,166,302,1.34,19125,84.96
50,162,293,1.3,19418,86.26
50,158,276,1.23,19694,87.49
50,154,245,1.09,19939,88.58
50,150,220,0.98,20159,89.56
50,146,199,0.88,20358,90.44
50,142,165,0.73,20523,91.17
50,138,148,0.66,20671,91.83
50,134,147,0.65,20818,92.48
50,130,96,0.43,20914,92.91
50,126,99,0.44,21013,93.35
50,122,94,0.42,21107,93.77
50,118,74,0.33,21181,94.1
50,114,81,0.36,21262,94.46
50,110,63,0.28,21325,94.74
50,106,44,0.2,21369,94.93
50,102,44,0.2,21413,95.13
50,98,36,0.16,21449,95.29
50,94,21,0.09,21470,95.38
50,90,34,0.15,21504,95.53
50,86,23,0.1,21527,95.63
50,82,29,0.13,21556,95.76
50,78,15,0.07,21571,95.83
50,74,11,0.05,21582,95.88
50,70,14,0.06,21596,95.94
50,66,5,0.02,21601,95.96
50,62,9,0.04,21610,96
50,58,9,0.04,21619,96.04
50,54,5,0.02,21624,96.06
50,50,3,0.01,21627,96.08
50,46,7,0.03,21634,96.11
50,42,5,0.02,21639,96.13
50,38,3,0.01,21642,96.14
50,34,2,0.01,21644,96.15
50,30,2,0.01,21646,96.16
50,26,0,0,21646,96.16
50,22,1,0,21647,96.17
50,18,0,0,21647,96.17
50,14,2,0.01,21649,96.18
50,10,1,0,21650,96.18
50,6,1,0,21651,96.18
50,2,859,3.82,22510,100
51,398,0,0,0,0
51,394,0,0,0,0
51,390,0,0,0,0
51,386,0,0,0,0
51,382,0,0,0,0
51,378,0,0,0,0
51,374,0,0,0,0
51,370,2,0.01,2,0.01
51,366,2,0.01,4,0.02
51,362,10,0.04,14,0.06
51,358,16,0.07,30,0.12
51,354,26,0.11,56,0.23
51,350,37,0.15,93,0.38
51,346,59,0.24,152,0.62
51,342,97,0.4,249,1.02
51,338,130,0.53,379,1.55
51,334,156,0.64,535,2.19
51,330,208,0.85,743,3.04
51,326,223,0.91,966,3.95
51,322,288,1.18,1254,5.12
51,318,325,1.33,1579,6.45
51,314,338,1.38,1917,7.83
51,310,365,1.49,2282,9.32
51,306,429,1.75,2711,11.08
51,302,405,1.65,3116,12.73
51,298,449,1.83,3565,14.57
51,294,458,1.87,4023,16.44
51,290,457,1.87,4480,18.31
51,286,463,1.89,4943,20.2
51,282,468,1.91,5411,22.11
51,278,492,2.01,5903,24.12
51,274,534,2.18,6437,26.3
51,270,480,1.96,6917,28.26
51,266,493,2.01,7410,30.28
51,262,460,1.88,7870,32.16
51,258,520,2.12,8390,34.28
51,254,493,2.01,8883,36.3
51,250,517,2.11,9400,38.41
51,246,498,2.03,9898,40.44
51,242,527,2.15,10425,42.6
51,238,531,2.17,10956,44.77
51,234,515,2.1,11471,46.87
51,230,502,2.05,11973,48.92
51,226,518,2.12,12491,51.04
51,222,543,2.22,13034,53.26
51,218,544,2.22,13578,55.48
51,214,495,2.02,14073,57.5
51,210,539,2.2,14612,59.71
51,206,530,2.17,15142,61.87
51,202,539,2.2,15681,64.07
51,198,518,2.12,16199,66.19
51,194,479,1.96,16678,68.15
51,190,491,2.01,17169,70.15
51,186,457,1.87,17626,72.02
51,182,461,1.88,18087,73.91
51,178,451,1.84,18538,75.75
51,174,468,1.91,19006,77.66
51,170,446,1.82,19452,79.48
51,166,403,1.65,19855,81.13
51,162,375,1.53,20230,82.66
51,158,368,1.5,20598,84.17
51,154,297,1.21,20895,85.38
51,150,336,1.37,21231,86.75
51,146,260,1.06,21491,87.82
51,142,248,1.01,21739,88.83
51,138,202,0.83,21941,89.65
51,134,203,0.83,22144,90.48
51,130,184,0.75,22328,91.24
51,126,170,0.69,22498,91.93
51,122,140,0.57,22638,92.5
51,118,129,0.53,22767,93.03
51,114,100,0.41,22867,93.44
51,110,119,0.49,22986,93.92
51,106,99,0.4,23085,94.33
51,102,71,0.29,23156,94.62
51,98,57,0.23,23213,94.85
51,94,57,0.23,23270,95.08
51,90,49,0.2,23319,95.28
51,86,40,0.16,23359,95.45
51,82,35,0.14,23394,95.59
51,78,23,0.09,23417,95.69
51,74,21,0.09,23438,95.77
51,70,15,0.06,23453,95.83
51,66,10,0.04,23463,95.87
51,62,16,0.07,23479,95.94
51,58,8,0.03,23487,95.97
51,54,7,0.03,23494,96
51,50,5,0.02,23499,96.02
51,46,5,0.02,23504,96.04
51,42,5,0.02,23509,96.06
51,38,4,0.02,23513,96.08
51,34,2,0.01,23515,96.09
51,30,6,0.02,23521,96.11
51,26,0,0,23521,96.11
51,22,1,0,23522,96.11
51,18,1,0,23523,96.12
51,14,2,0.01,23525,96.13
51,10,0,0,23525,96.13
51,6,1,0,23526,96.13
51,2,947,3.87,24473,100
54,497.5,0,0,0,0
54,492.5,0,0,0,0
54,487.5,0,0,0,0
54,482.5,0,0,0,0
54,477.5,0,0,0,0
54,472.5,0,0,0,0
54,467.5,0,0,0,0
54,462.5,5,0.02,5,0.02
54,457.5,1,0,6,0.03
54,452.5,8,0.04,14,0.06
54,447.5,17,0.08,31,0.14
54,442.5,23,0.11,54,0.25
54,437.5,41,0.19,95,0.44
54,432.5,66,0.31,161,0.75
54,427.5,88,0.41,249,1.16
54,422.5,107,0.5,356,1.65
54,417.5,162,0.75,518,2.4
54,412.5,188,0.87,706,3.28
54,407.5,220,1.02,926,4.3
54,402.5,262,1.22,1188,5.51
54,397.5,309,1.43,1497,6.95
54,392.5,342,1.59,1839,8.54
54,387.5,386,1.79,2225,10.33
54,382.5,419,1.94,2644,12.27
54,377.5,356,1.65,3000,13.92
54,372.5,395,1.83,3395,15.76
54,367.5,441,2.05,3836,17.8
54,362.5,426,1.98,4262,19.78
54,357.5,430,2,4692,21.78
54,352.5,461,2.14,5153,23.92
54,347.5,418,1.94,5571,25.86
54,342.5,490,2.27,6061,28.13
54,337.5,475,2.2,6536,30.34
54,332.5,486,2.26,7022,32.59
54,327.5,492,2.28,7514,34.87
54,322.5,492,2.28,8006,37.16
54,317.5,475,2.2,8481,39.36
54,312.5,454,2.11,8935,41.47
54,307.5,483,2.24,9418,43.71
54,302.5,461,2.14,9879,45.85
54,297.5,501,2.33,10380,48.18
54,292.5,495,2.3,10875,50.47
54,287.5,506,2.35,11381,52.82
54,282.5,497,2.31,11878,55.13
54,277.5,485,2.25,12363,57.38
54,272.5,464,2.15,12827,59.53
54,267.5,459,2.13,13286,61.66
54,262.5,450,2.09,13736,63.75
54,257.5,504,2.34,14240,66.09
54,252.5,434,2.01,14674,68.11
54,247.5,441,2.05,15115,70.15
54,242.5,450,2.09,15565,72.24
54,237.5,397,1.84,15962,74.08
54,232.5,411,1.91,16373,75.99
54,227.5,412,1.91,16785,77.9
54,222.5,368,1.71,17153,79.61
54,217.5,339,1.57,17492,81.18
54,212.5,295,1.37,17787,82.55
54,207.5,306,1.42,18093,83.97
54,202.5,280,1.3,18373,85.27
54,197.5,252,1.17,18625,86.44
54,192.5,242,1.12,18867,87.57
54,187.5,204,0.95,19071,88.51
54,182.5,196,0.91,19267,89.42
54,177.5,203,0.94,19470,90.36
54,172.5,159,0.74,19629,91.1
54,167.5,135,0.63,19764,91.73
54,162.5,127,0.59,19891,92.32
54,157.5,123,0.57,20014,92.89
54,152.5,95,0.44,20109,93.33
54,147.5,86,0.4,20195,93.73
54,142.5,91,0.42,20286,94.15
54,137.5,76,0.35,20362,94.5
54,132.5,67,0.31,20429,94.82
54,127.5,50,0.23,20479,95.05
54,122.5,37,0.17,20516,95.22
54,117.5,27,0.13,20543,95.34
54,112.5,26,0.12,20569,95.47
54,107.5,25,0.12,20594,95.58
54,102.5,16,0.07,20610,95.66
54,97.5,7,0.03,20617,95.69
54,92.5,15,0.07,20632,95.76
54,87.5,16,0.07,20648,95.83
54,82.5,19,0.09,20667,95.92
54,77.5,11,0.05,20678,95.97
54,72.5,12,0.06,20690,96.03
54,67.5,7,0.03,20697,96.06
54,62.5,11,0.05,20708,96.11
54,57.5,8,0.04,20716,96.15
54,52.5,4,0.02,20720,96.17
54,47.5,5,0.02,20725,96.19
54,42.5,5,0.02,20730,96.21
54,37.5,4,0.02,20734,96.23
54,32.5,4,0.02,20738,96.25
54,27.5,0,0,20738,96.25
54,22.5,1,0,20739,96.25
54,17.5,1,0,20740,96.26
54,12.5,1,0,20741,96.26
54,7.5,1,0,20742,96.27
54,2.5,804,3.73,21546,100
55,298.5,0,0,0,0
55,295.5,0,0,0,0
55,292.5,0,0,0,0
55,289.5,1,0,1,0
55,286.5,5,0.01,6,0.02
55,283.5,8,0.02,14,0.04
55,280.5,13,0.04,27,0.08
55,277.5,30,0.08,57,0.16
55,274.5,65,0.18,122,0.34
55,271.5,117,0.33,239,0.67
55,268.5,156,0.44,395,1.11
55,265.5,190,0.54,585,1.65
55,262.5,259,0.73,844,2.38
55,259.5,316,0.89,1160,3.27
55,256.5,359,1.01,1519,4.28
55,253.5,423,1.19,1942,5.47
55,250.5,456,1.29,2398,6.76
55,247.5,495,1.4,2893,8.15
55,244.5,552,1.56,3445,9.71
55,241.5,567,1.6,4012,11.31
55,238.5,606,1.71,4618,13.02
55,235.5,595,1.68,5213,14.69
55,232.5,627,1.77,5840,16.46
55,229.5,608,1.71,6448,18.17
55,226.5,573,1.62,7021,19.79
55,223.5,658,1.85,7679,21.64
55,220.5,633,1.78,8312,23.43
55,217.5,635,1.79,8947,25.22
55,214.5,635,1.79,9582,27.01
55,211.5,652,1.84,10234,28.85
55,208.5,556,1.57,10790,30.41
55,205.5,600,1.69,11390,32.1
55,202.5,589,1.66,11979,33.76
55,199.5,614,1.73,12593,35.5
55,196.5,616,1.74,13209,37.23
55,193.5,584,1.65,13793,38.88
55,190.5,538,1.52,14331,40.39
55,187.5,537,1.51,14868,41.91
55,184.5,537,1.51,15405,43.42
55,181.5,556,1.57,15961,44.99
55,178.5,542,1.53,16503,46.52
55,175.5,526,1.48,17029,48
55,172.5,601,1.69,17630,49.69
55,169.5,606,1.71,18236,51.4
55,166.5,605,1.71,18841,53.11
55,163.5,574,1.62,19415,54.72
55,160.5,545,1.54,19960,56.26
55,157.5,592,1.67,20552,57.93
55,154.5,604,1.7,21156,59.63
55,151.5,619,1.74,21775,61.38
55,148.5,576,1.62,22351,63
55,145.5,577,1.63,22928,64.63
55,142.5,573,1.62,23501,66.24
55,139.5,540,1.52,24041,67.76
55,136.5,575,1.62,24616,69.38
55,133.5,543,1.53,25159,70.91
55,130.5,549,1.55,25708,72.46
55,127.5,557,1.57,26265,74.03
55,124.5,563,1.59,26828,75.62
55,121.5,562,1.58,27390,77.2
55,118.5,516,1.45,27906,78.66
55,115.5,537,1.51,28443,80.17
55,112.5,465,1.31,28908,81.48
55,109.5,449,1.27,29357,82.75
55,106.5,450,1.27,29807,84.02
55,103.5,449,1.27,30256,85.28
55,100.5,388,1.09,30644,86.37
55,97.5,383,1.08,31027,87.45
55,94.5,361,1.02,31388,88.47
55,91.5,371,1.05,31759,89.52
55,88.5,330,0.93,32089,90.45
55,85.5,283,0.8,32372,91.25
55,82.5,257,0.72,32629,91.97
55,79.5,242,0.68,32871,92.65
55,76.5,232,0.65,33103,93.31
55,73.5,198,0.56,33301,93.86
55,70.5,162,0.46,33463,94.32
55,67.5,142,0.4,33605,94.72
55,64.5,105,0.3,33710,95.02
55,61.5,99,0.28,33809,95.3
55,58.5,78,0.22,33887,95.52
55,55.5,68,0.19,33955,95.71
55,52.5,54,0.15,34009,95.86
55,49.5,37,0.1,34046,95.96
55,46.5,28,0.08,34074,96.04
55,43.5,18,0.05,34092,96.09
55,40.5,14,0.04,34106,96.13
55,37.5,4,0.01,34110,96.14
55,34.5,7,0.02,34117,96.16
55,31.5,4,0.01,34121,96.18
55,28.5,2,0.01,34123,96.18
55,25.5,0,0,34123,96.18
55,22.5,3,0.01,34126,96.19
55,19.5,4,0.01,34130,96.2
55,16.5,8,0.02,34138,96.22
55,13.5,5,0.01,34143,96.24
55,10.5,2,0.01,34145,96.24
55,7.5,5,0.01,34150,96.26
55,4.5,0,0,34150,96.26
55,1.5,1328,3.74,35478,100
57,398,0,0,0,0
57,394,0,0,0,0
57,390,0,0,0,0
57,386,0,0,0,0
57,382,1,0,1,0
57,378,1,0,2,0.01
57,374,2,0.01,4,0.02
57,370,13,0.06,17,0.08
57,366,27,0.12,44,0.2
57,362,45,0.2,89,0.4
57,358,45,0.2,134,0.6
57,354,68,0.31,202,0.91
57,350,102,0.46,304,1.36
57,346,138,0.62,442,1.98
57,342,163,0.73,605,2.71
57,338,200,0.9,805,3.61
57,334,239,1.07,1044,4.68
57,330,262,1.18,1306,5.86
57,326,289,1.3,1595,7.16
57,322,330,1.48,1925,8.64
57,318,341,1.53,2266,10.17
57,314,310,1.39,2576,11.56
57,310,356,1.6,2932,13.15
57,306,362,1.62,3294,14.78
57,302,386,1.73,3680,16.51
57,298,395,1.77,4075,18.28
57,294,390,1.75,4465,20.03
57,290,349,1.57,4814,21.6
57,286,365,1.64,5179,23.23
57,282,382,1.71,5561,24.95
57,278,360,1.61,5921,26.56
57,274,369,1.66,6290,28.22
57,270,419,1.88,6709,30.1
57,266,371,1.66,7080,31.76
57,262,400,1.79,7480,33.55
57,258,400,1.79,7880,35.35
57,254,397,1.78,8277,37.13
57,250,344,1.54,8621,38.67
57,246,362,1.62,8983,40.3
57,242,378,1.7,9361,41.99
57,238,409,1.83,9770,43.83
57,234,394,1.77,10164,45.59
57,230,440,1.97,10604,47.57
57,226,413,1.85,11017,49.42
57,222,404,1.81,11421,51.23
57,218,408,1.83,11829,53.06
57,214,429,1.92,12258,54.99
57,210,435,1.95,12693,56.94
57,206,443,1.99,13136,58.93
57,202,448,2.01,13584,60.94
57,198,413,1.85,13997,62.79
57,194,417,1.87,14414,64.66
57,190,431,1.93,14845,66.59
57,186,466,2.09,15311,68.68
57,182,422,1.89,15733,70.58
57,178,425,1.91,16158,72.48
57,174,427,1.92,16585,74.4
57,170,412,1.85,16997,76.25
57,166,432,1.94,17429,78.18
57,162,363,1.63,17792,79.81
57,158,365,1.64,18157,81.45
57,154,323,1.45,18480,82.9
57,150,344,1.54,18824,84.44
57,146,306,1.37,19130,85.82
57,142,262,1.18,19392,86.99
57,138,251,1.13,19643,88.12
57,134,246,1.1,19889,89.22
57,130,214,0.96,20103,90.18
57,126,207,0.93,20310,91.11
57,122,162,0.73,20472,91.84
57,118,172,0.77,20644,92.61
57,114,132,0.59,20776,93.2
57,110,101,0.45,20877,93.65
57,106,97,0.44,20974,94.09
57,102,85,0.38,21059,94.47
57,98,64,0.29,21123,94.76
57,94,55,0.25,21178,95
57,90,72,0.32,21250,95.33
57,86,41,0.18,21291,95.51
57,82,43,0.19,21334,95.7
57,78,28,0.13,21362,95.83
57,74,29,0.13,21391,95.96
57,70,10,0.04,21401,96
57,66,15,0.07,21416,96.07
57,62,6,0.03,21422,96.1
57,58,8,0.04,21430,96.13
57,54,10,0.04,21440,96.18
57,50,6,0.03,21446,96.2
57,46,3,0.01,21449,96.22
57,42,4,0.02,21453,96.24
57,38,1,0,21454,96.24
57,34,1,0,21455,96.25
57,30,3,0.01,21458,96.26
57,26,0,0,21458,96.26
57,22,3,0.01,21461,96.27
57,18,3,0.01,21464,96.29
57,14,6,0.03,21470,96.31
57,10,3,0.01,21473,96.33
57,6,3,0.01,21476,96.34
57,2,816,3.66,22292,100
58,497.5,0,0,0,0
58,492.5,0,0,0,0
58,487.5,0,0,0,0
58,482.5,0,0,0,0
58,477.5,0,0,0,0
58,472.5,0,0,0,0
58,467.5,2,0.03,2,0.03
58,462.5,3,0.04,5,0.07
58,457.5,5,0.07,10,0.14
58,452.5,9,0.13,19,0.27
58,447.5,13,0.18,32,0.45
58,442.5,20,0.28,52,0.73
58,437.5,38,0.53,90,1.26
58,432.5,33,0.46,123,1.73
58,427.5,65,0.91,188,2.64
58,422.5,49,0.69,237,3.33
58,417.5,75,1.05,312,4.38
58,412.5,81,1.14,393,5.51
58,407.5,97,1.36,490,6.88
58,402.5,92,1.29,582,8.17
58,397.5,102,1.43,684,9.6
58,392.5,92,1.29,776,10.89
58,387.5,96,1.35,872,12.24
58,382.5,112,1.57,984,13.81
58,377.5,130,1.82,1114,15.63
58,372.5,133,1.87,1247,17.5
58,367.5,138,1.94,1385,19.43
58,362.5,130,1.82,1515,21.26
58,357.5,130,1.82,1645,23.08
58,352.5,127,1.78,1772,24.86
58,347.5,136,1.91,1908,26.77
58,342.5,176,2.47,2084,29.24
58,337.5,144,2.02,2228,31.26
58,332.5,139,1.95,2367,33.21
58,327.5,166,2.33,2533,35.54
58,322.5,145,2.03,2678,37.58
58,317.5,143,2.01,2821,39.58
58,312.5,145,2.03,2966,41.62
58,307.5,139,1.95,3105,43.57
58,302.5,156,2.19,3261,45.76
58,297.5,143,2.01,3404,47.76
58,292.5,155,2.17,3559,49.94
58,287.5,125,1.75,3684,51.69
58,282.5,135,1.89,3819,53.58
58,277.5,120,1.68,3939,55.27
58,272.5,143,2.01,4082,57.28
58,267.5,120,1.68,4202,58.96
58,262.5,100,1.4,4302,60.36
58,257.5,116,1.63,4418,61.99
58,252.5,127,1.78,4545,63.77
58,247.5,132,1.85,4677,65.62
58,242.5,96,1.35,4773,66.97
58,237.5,105,1.47,4878,68.44
58,232.5,111,1.56,4989,70
58,227.5,111,1.56,5100,71.56
58,222.5,110,1.54,5210,73.1
58,217.5,105,1.47,5315,74.58
58,212.5,97,1.36,5412,75.94
58,207.5,99,1.39,5511,77.33
58,202.5,90,1.26,5601,78.59
58,197.5,65,0.91,5666,79.5
58,192.5,84,1.18,5750,80.68
58,187.5,106,1.49,5856,82.17
58,182.5,96,1.35,5952,83.51
58,177.5,72,1.01,6024,84.52
58,172.5,77,1.08,6101,85.6
58,167.5,70,0.98,6171,86.59
58,162.5,64,0.9,6235,87.48
58,157.5,72,1.01,6307,88.49
58,152.5,59,0.83,6366,89.32
58,147.5,53,0.74,6419,90.07
58,142.5,57,0.8,6476,90.87
58,137.5,54,0.76,6530,91.62
58,132.5,43,0.6,6573,92.23
58,127.5,43,0.6,6616,92.83
58,122.5,44,0.62,6660,93.45
58,117.5,31,0.43,6691,93.88
58,112.5,29,0.41,6720,94.29
58,107.5,22,0.31,6742,94.6
58,102.5,21,0.29,6763,94.89
58,97.5,28,0.39,6791,95.29
58,92.5,8,0.11,6799,95.4
58,87.5,18,0.25,6817,95.65
58,82.5,14,0.2,6831,95.85
58,77.5,11,0.15,6842,96
58,72.5,6,0.08,6848,96.09
58,67.5,3,0.04,6851,96.13
58,62.5,3,0.04,6854,96.17
58,57.5,4,0.06,6858,96.23
58,52.5,0,0,6858,96.23
58,47.5,1,0.01,6859,96.24
58,42.5,1,0.01,6860,96.25
58,37.5,1,0.01,6861,96.27
58,32.5,1,0.01,6862,96.28
58,27.5,3,0.04,6865,96.32
58,22.5,2,0.03,6867,96.35
58,17.5,3,0.04,6870,96.39
