組別,分數區間均數,人數,百分比,累計人數,累計百分比
25,354,45,0.2,128,0.58
25,350,78,0.35,206,0.94
25,346,92,0.42,298,1.36
25,342,118,0.54,416,1.89
25,338,160,0.73,576,2.62
25,334,199,0.9,775,3.52
25,330,246,1.12,1021,4.64
25,326,267,1.21,1288,5.86
25,322,332,1.51,1620,7.37
25,318,329,1.5,1949,8.86
25,314,363,1.65,2312,10.51
25,310,393,1.79,2705,12.3
25,306,430,1.96,3135,14.26
25,302,424,1.93,3559,16.18
25,298,417,1.9,3976,18.08
25,294,434,1.97,4410,20.05
25,290,476,2.16,4886,22.22
25,286,461,2.1,5347,24.31
25,282,466,2.12,5813,26.43
25,278,511,2.32,6324,28.76
25,274,453,2.06,6777,30.82
25,270,458,2.08,7235,32.9
25,266,477,2.17,7712,35.07
25,262,473,2.15,8185,37.22
25,258,459,2.09,8644,39.31
25,254,474,2.16,9118,41.46
25,250,506,2.3,9624,43.76
25,246,517,2.35,10141,46.11
25,242,472,2.15,10613,48.26
25,238,474,2.16,11087,50.42
25,234,514,2.34,11601,52.75
25,230,494,2.25,12095,55
25,226,477,2.17,12572,57.17
25,222,486,2.21,13058,59.38
25,218,423,1.92,13481,61.3
25,214,454,2.06,13935,63.37
25,210,522,2.37,14457,65.74
25,206,494,2.25,14951,67.99
25,202,434,1.97,15385,69.96
25,198,446,2.03,15831,71.99
25,194,432,1.96,16263,73.95
25,190,399,1.81,16662,75.77
25,186,396,1.8,17058,77.57
25,182,354,1.61,17412,79.18
25,178,345,1.57,17757,80.75
25,174,316,1.44,18073,82.18
25,170,320,1.46,18393,83.64
25,166,280,1.27,18673,84.91
25,162,232,1.05,18905,85.97
25,158,261,1.19,19166,87.15
25,154,201,0.91,19367,88.07
25,150,194,0.88,19561,88.95
25,146,212,0.96,19773,89.91
25,142,171,0.78,19944,90.69
25,138,130,0.59,20074,91.28
25,134,134,0.61,20208,91.89
25,130,126,0.57,20334,92.47
25,126,120,0.55,20454,93.01
25,122,92,0.42,20546,93.43
25,118,92,0.42,20638,93.85
25,114,69,0.31,20707,94.16
25,110,72,0.33,20779,94.49
25,106,44,0.2,20823,94.69
25,102,50,0.23,20873,94.92
25,98,41,0.19,20914,95.1
25,94,33,0.15,20947,95.25
25,90,28,0.13,20975,95.38
25,86,33,0.15,21008,95.53
25,82,23,0.1,21031,95.63
25,78,25,0.11,21056,95.75
25,74,20,0.09,21076,95.84
25,70,15,0.07,21091,95.91
25,66,12,0.05,21103,95.96
25,62,11,0.05,21114,96.01
25,58,12,0.05,21126,96.07
25,54,14,0.06,21140,96.13
25,50,8,0.04,21148,96.17
25,46,4,0.02,21152,96.18
25,42,6,0.03,21158,96.21
25,38,7,0.03,21165,96.24
25,34,3,0.01,21168,96.26
25,30,5,0.02,21173,96.28
25,26,0,0,21173,96.28
25,22,4,0.02,21177,96.3
25,18,3,0.01,21180,96.31
25,14,3,0.01,21183,96.33
25,10,3,0.01,21186,96.34
25,6,4,0.02,21190,96.36
25,2,801,3.64,21991,100
26,398,0,0,0,0
26,394,0,0,0,0
26,390,0,0,0,0
26,386,0,0,0,0
26,382,0,0,0,0
26,378,0,0,0,0
26,374,1,0,1,0
26,370,4,0.02,5,0.02
26,366,4,0.02,9,0.04
26,362,22,0.09,31,0.13
26,358,25,0.11,56,0.24
26,354,34,0.14,90,0.38
26,350,61,0.26,151,0.64
26,346,82,0.35,233,0.98
26,342,130,0.55,363,1.53
26,338,138,0.58,501,2.11
26,334,178,0.75,679,2.86
26,330,209,0.88,888,3.74
26,326,237,1,1125,4.74
26,322,292,1.23,1417,5.97
26,318,311,1.31,1728,7.29
26,314,356,1.5,2084,8.79
26,310,380,1.6,2464,10.39
26,306,382,1.61,2846,12
26,302,418,1.76,3264,13.76
26,298,398,1.68,3662,15.44
26,294,428,1.8,4090,17.24
26,290,477,2.01,4567,19.26
26,286,468,1.97,5035,21.23
26,282,454,1.91,5489,23.14
26,278,453,1.91,5942,25.05
26,274,496,2.09,6438,27.14
26,270,451,1.9,6889,29.05
26,266,496,2.09,7385,31.14
26,262,523,2.21,7908,33.34
26,258,539,2.27,8447,35.61
26,254,491,2.07,8938,37.68
26,250,488,2.06,9426,39.74
26,246,478,2.02,9904,41.76
26,242,497,2.1,10401,43.85
26,238,542,2.29,10943,46.14
26,234,508,2.14,11451,48.28
26,230,489,2.06,11940,50.34
26,226,493,2.08,12433,52.42
26,222,431,1.82,12864,54.24
26,218,523,2.21,13387,56.44
26,214,487,2.05,13874,58.5
26,210,565,2.38,14439,60.88
26,206,503,2.12,14942,63
26,202,519,2.19,15461,65.19
26,198,413,1.74,15874,66.93
26,194,488,2.06,16362,68.99
26,190,461,1.94,16823,70.93
26,186,477,2.01,17300,72.94
26,182,450,1.9,17750,74.84
26,178,421,1.78,18171,76.61
26,174,387,1.63,18558,78.24
26,170,359,1.51,18917,79.76
26,166,387,1.63,19304,81.39
26,162,374,1.58,19678,82.97
26,158,313,1.32,19991,84.29
26,154,290,1.22,20281,85.51
26,150,264,1.11,20545,86.62
26,146,235,0.99,20780,87.61
26,142,196,0.83,20976,88.44
26,138,210,0.89,21186,89.32
26,134,187,0.79,21373,90.11
26,130,161,0.68,21534,90.79
26,126,160,0.67,21694,91.47
26,122,165,0.7,21859,92.16
26,118,125,0.53,21984,92.69
26,114,115,0.48,22099,93.17
26,110,100,0.42,22199,93.6
26,106,90,0.38,22289,93.98
26,102,94,0.4,22383,94.37
26,98,69,0.29,22452,94.66
26,94,56,0.24,22508,94.9
26,90,53,0.22,22561,95.12
26,86,51,0.22,22612,95.34
26,82,36,0.15,22648,95.49
26,78,36,0.15,22684,95.64
26,74,34,0.14,22718,95.78
26,70,16,0.07,22734,95.85
26,66,18,0.08,22752,95.93
26,62,11,0.05,22763,95.97
26,58,13,0.05,22776,96.03
26,54,15,0.06,22791,96.09
26,50,10,0.04,22801,96.13
26,46,5,0.02,22806,96.15
26,42,8,0.03,22814,96.19
26,38,9,0.04,22823,96.23
26,34,3,0.01,22826,96.24
26,30,5,0.02,22831,96.26
26,26,1,0,22832,96.26
26,22,5,0.02,22837,96.29
26,18,4,0.02,22841,96.3
26,14,3,0.01,22844,96.32
26,10,3,0.01,22847,96.33
26,6,4,0.02,22851,96.34
26,2,867,3.66,23718,100
27,298.5,0,0,0,0
27,295.5,0,0,0,0
27,292.5,0,0,0,0
27,289.5,0,0,0,0
27,286.5,1,0,1,0
27,283.5,1,0,2,0.01
27,280.5,5,0.02,7,0.03
27,277.5,6,0.03,13,0.06
27,274.5,6,0.03,19,0.09
27,271.5,15,0.07,34,0.15
27,268.5,31,0.14,65,0.29
27,265.5,36,0.16,101,0.45
27,262.5,64,0.29,165,0.74
27,259.5,83,0.37,248,1.11
27,256.5,93,0.42,341,1.53
27,253.5,104,0.47,445,2
27,250.5,159,0.71,604,2.71
27,247.5,165,0.74,769,3.46
27,244.5,210,0.94,979,4.4
27,241.5,212,0.95,1191,5.35
27,238.5,270,1.21,1461,6.57
27,235.5,252,1.13,1713,7.7
27,232.5,292,1.31,2005,9.01
27,229.5,334,1.5,2339,10.51
27,226.5,373,1.68,2712,12.19
27,223.5,383,1.72,3095,13.91
27,220.5,378,1.7,3473,15.61
27,217.5,371,1.67,3844,17.28
27,214.5,438,1.97,4282,19.25
27,211.5,436,1.96,4718,21.21
27,208.5,425,1.91,5143,23.12
27,205.5,457,2.05,5600,25.17
27,202.5,447,2.01,6047,27.18
27,199.5,429,1.93,6476,29.11
27,196.5,486,2.18,6962,31.29
27,193.5,541,2.43,7503,33.72
27,190.5,446,2,7949,35.73
27,187.5,484,2.18,8433,37.9
27,184.5,451,2.03,8884,39.93
27,181.5,479,2.15,9363,42.08
27,178.5,513,2.31,9876,44.39
27,175.5,476,2.14,10352,46.53
27,172.5,460,2.07,10812,48.6
27,169.5,485,2.18,11297,50.78
27,166.5,446,2,11743,52.78
27,163.5,454,2.04,12197,54.82
27,160.5,406,1.82,12603,56.65
27,157.5,443,1.99,13046,58.64
27,154.5,418,1.88,13464,60.52
27,151.5,444,2,13908,62.51
27,148.5,397,1.78,14305,64.3
27,145.5,411,1.85,14716,66.14
27,142.5,358,1.61,15074,67.75
27,139.5,398,1.79,15472,69.54
27,136.5,359,1.61,15831,71.15
27,133.5,371,1.67,16202,72.82
27,130.5,382,1.72,16584,74.54
27,127.5,341,1.53,16925,76.07
27,124.5,318,1.43,17243,77.5
27,121.5,348,1.56,17591,79.06
27,118.5,318,1.43,17909,80.49
27,115.5,285,1.28,18194,81.77
27,112.5,289,1.3,18483,83.07
27,109.5,265,1.19,18748,84.26
27,106.5,316,1.42,19064,85.68
27,103.5,279,1.25,19343,86.94
27,100.5,225,1.01,19568,87.95
27,97.5,215,0.97,19783,88.92
27,94.5,207,0.93,19990,89.85
27,91.5,207,0.93,20197,90.78
27,88.5,159,0.71,20356,91.49
27,85.5,167,0.75,20523,92.24
27,82.5,150,0.67,20673,92.92
27,79.5,116,0.52,20789,93.44
27,76.5,89,0.4,20878,93.84
27,73.5,97,0.44,20975,94.27
27,70.5,79,0.36,21054,94.63
27,67.5,78,0.35,21132,94.98
27,64.5,53,0.24,21185,95.22
27,61.5,49,0.22,21234,95.44
27,58.5,25,0.11,21259,95.55
27,55.5,29,0.13,21288,95.68
27,52.5,19,0.09,21307,95.77
27,49.5,19,0.09,21326,95.85
27,46.5,17,0.08,21343,95.93
27,43.5,10,0.04,21353,95.97
27,40.5,13,0.06,21366,96.03
27,37.5,7,0.03,21373,96.06
27,34.5,4,0.02,21377,96.08
27,31.5,9,0.04,21386,96.12
27,28.5,9,0.04,21395,96.16
27,25.5,4,0.02,21399,96.18
27,22.5,7,0.03,21406,96.21
27,19.5,3,0.01,21409,96.22
27,16.5,6,0.03,21415,96.25
27,13.5,2,0.01,21417,96.26
27,10.5,3,0.01,21420,96.27
27,7.5,0,0,21420,96.27
27,4.5,0,0,21420,96.27
27,1.5,829,3.73,22249,100
28,398,0,0,0,0
28,394,0,0,0,0
28,390,0,0,0,0
28,386,0,0,0,0
28,382,0,0,0,0
28,378,1,0.01,1,0.01
28,374,1,0.01,2,0.01
28,370,2,0.01,4,0.03
28,366,6,0.04,10,0.07
28,362,10,0.07,20,0.14
28,358,20,0.14,40,0.28
28,354,38,0.26,78,0.54
28,350,48,0.33,126,0.87
28,346,66,0.45,192,1.32
28,342,96,0.66,288,1.98
28,338,97,0.67,385,2.65
28,334,132,0.91,517,3.56
28,330,178,1.23,695,4.79
28,326,183,1.26,878,6.05
28,322,183,1.26,1061,7.31
28,318,234,1.61,1295,8.92
28,314,233,1.61,1528,10.53
28,310,244,1.68,1772,12.21
28,306,266,1.83,2038,14.04
28,302,264,1.82,2302,15.86
28,298,250,1.72,2552,17.59
28,294,256,1.76,2808,19.35
28,290,266,1.83,3074,21.18
28,286,283,1.95,3357,23.13
28,282,277,1.91,3634,25.04
28,278,281,1.94,3915,26.98
28,274,282,1.94,4197,28.92
28,270,269,1.85,4466,30.77
28,266,305,2.1,4771,32.88
28,262,275,1.89,5046,34.77
28,258,279,1.92,5325,36.69
28,254,270,1.86,5595,38.55
28,250,317,2.18,5912,40.74
28,246,336,2.32,6248,43.05
28,242,280,1.93,6528,44.98
28,238,327,2.25,6855,47.24
28,234,275,1.89,7130,49.13
28,230,281,1.94,7411,51.07
28,226,247,1.7,7658,52.77
28,222,253,1.74,7911,54.51
28,218,262,1.81,8173,56.32
28,214,271,1.87,8444,58.19
28,210,277,1.91,8721,60.1
28,206,247,1.7,8968,61.8
28,202,282,1.94,9250,63.74
28,198,245,1.69,9495,65.43
28,194,247,1.7,9742,67.13
28,190,238,1.64,9980,68.77
28,186,238,1.64,10218,70.41
28,182,237,1.63,10455,72.04
28,178,221,1.52,10676,73.57
28,174,212,1.46,10888,75.03
28,170,200,1.38,11088,76.41
28,166,192,1.32,11280,77.73
28,162,191,1.32,11471,79.04
28,158,198,1.36,11669,80.41
28,154,181,1.25,11850,81.66
28,150,176,1.21,12026,82.87
28,146,198,1.36,12224,84.23
28,142,151,1.04,12375,85.27
28,138,140,0.96,12515,86.24
28,134,153,1.05,12668,87.29
28,130,147,1.01,12815,88.31
28,126,134,0.92,12949,89.23
28,122,106,0.73,13055,89.96
28,118,106,0.73,13161,90.69
28,114,102,0.7,13263,91.39
28,110,87,0.6,13350,91.99
28,106,80,0.55,13430,92.54
28,102,67,0.46,13497,93.01
28,98,61,0.42,13558,93.43
28,94,56,0.39,13614,93.81
28,90,47,0.32,13661,94.14
28,86,47,0.32,13708,94.46
28,82,41,0.28,13749,94.74
28,78,28,0.19,13777,94.94
28,74,27,0.19,13804,95.12
28,70,24,0.17,13828,95.29
28,66,15,0.1,13843,95.39
28,62,14,0.1,13857,95.49
28,58,9,0.06,13866,95.55
28,54,9,0.06,13875,95.61
28,50,3,0.02,13878,95.63
28,46,7,0.05,13885,95.68
28,42,4,0.03,13889,95.71
28,38,7,0.05,13896,95.76
28,34,7,0.05,13903,95.8
28,30,1,0.01,13904,95.81
28,26,6,0.04,13910,95.85
28,22,3,0.02,13913,95.87
28,18,3,0.02,13916,95.89
28,14,0,0,13916,95.89
28,10,1,0.01,13917,95.9
28,6,0,0,13917,95.9
28,2,595,4.1,14512,100
29,298.5,0,0,0,0
29,295.5,0,0,0,0
29,292.5,0,0,0,0
29,289.5,0,0,0,0
29,286.5,0,0,0,0
29,283.5,0,0,0,0
29,280.5,2,0.01,2,0.01
29,277.5,6,0.03,8,0.04
29,274.5,8,0.04,16,0.08
29,271.5,12,0.06,28,0.13
29,268.5,17,0.08,45,0.21
29,265.5,17,0.08,62,0.3
29,262.5,32,0.15,94,0.45
29,259.5,43,0.2,137,0.65
29,256.5,64,0.3,201,0.96
29,253.5,70,0.33,271,1.29
29,250.5,97,0.46,368,1.75
29,247.5,120,0.57,488,2.32
29,244.5,130,0.62,618,2.94
29,241.5,157,0.75,775,3.69
29,238.5,178,0.85,953,4.54
29,235.5,203,0.97,1156,5.51
29,232.5,262,1.25,1418,6.75
29,229.5,244,1.16,1662,7.92
29,226.5,254,1.21,1916,9.12
29,223.5,304,1.45,2220,10.57
29,220.5,309,1.47,2529,12.04
29,217.5,330,1.57,2859,13.62
29,214.5,361,1.72,3220,15.33
29,211.5,374,1.78,3594,17.12
29,208.5,398,1.9,3992,19.01
29,205.5,380,1.81,4372,20.82
29,202.5,430,2.05,4802,22.87
29,199.5,427,2.03,5229,24.9
29,196.5,427,2.03,5656,26.94
29,193.5,453,2.16,6109,29.09
29,190.5,415,1.98,6524,31.07
29,187.5,470,2.24,6994,33.31
29,184.5,490,2.33,7484,35.64
29,181.5,468,2.23,7952,37.87
29,178.5,499,2.38,8451,40.25
29,175.5,445,2.12,8896,42.37
29,172.5,475,2.26,9371,44.63
29,169.5,462,2.2,9833,46.83
29,166.5,502,2.39,10335,49.22
29,163.5,467,2.22,10802,51.44
29,160.5,489,2.33,11291,53.77
29,157.5,467,2.22,11758,56
29,154.5,452,2.15,12210,58.15
29,151.5,464,2.21,12674,60.36
29,148.5,439,2.09,13113,62.45
29,145.5,407,1.94,13520,64.39
29,142.5,406,1.93,13926,66.32
29,139.5,426,2.03,14352,68.35
29,136.5,386,1.84,14738,70.19
29,133.5,361,1.72,15099,71.91
29,130.5,368,1.75,15467,73.66
29,127.5,391,1.86,15858,75.52
29,124.5,380,1.81,16238,77.33
29,121.5,358,1.7,16596,79.04
29,118.5,347,1.65,16943,80.69
29,115.5,331,1.58,17274,82.26
29,112.5,281,1.34,17555,83.6
29,109.5,294,1.4,17849,85
29,106.5,288,1.37,18137,86.37
29,103.5,254,1.21,18391,87.58
29,100.5,255,1.21,18646,88.8
29,97.5,203,0.97,18849,89.77
29,94.5,181,0.86,19030,90.63
29,91.5,199,0.95,19229,91.58
29,88.5,164,0.78,19393,92.36
29,85.5,123,0.59,19516,92.94
29,82.5,115,0.55,19631,93.49
29,79.5,107,0.51,19738,94
29,76.5,89,0.42,19827,94.42
29,73.5,68,0.32,19895,94.75
29,70.5,59,0.28,19954,95.03
29,67.5,47,0.22,20001,95.25
29,64.5,44,0.21,20045,95.46
29,61.5,31,0.15,20076,95.61
29,58.5,31,0.15,20107,95.76
29,55.5,23,0.11,20130,95.87
29,52.5,19,0.09,20149,95.96
29,49.5,17,0.08,20166,96.04
29,46.5,11,0.05,20177,96.09
29,43.5,8,0.04,20185,96.13
29,40.5,7,0.03,20192,96.16
29,37.5,6,0.03,20198,96.19
29,34.5,6,0.03,20204,96.22
29,31.5,11,0.05,20215,96.27
29,28.5,3,0.01,20218,96.29
29,25.5,11,0.05,20229,96.34
29,22.5,8,0.04,20237,96.38
29,19.5,9,0.04,20246,96.42
29,16.5,3,0.01,20249,96.43
29,13.5,2,0.01,20251,96.44
29,10.5,1,0,20252,96.45
29,7.5,0,0,20252,96.45
29,4.5,0,0,20252,96.45
29,1.5,746,3.55,20998,100
30,398,0,0,0,0
30,394,0,0,0,0
30,390,0,0,0,0
30,386,0,0,0,0
30,382,0,0,0,0
30,378,0,0,0,0
30,374,4,0.02,4,0.02
30,370,3,0.01,7,0.03
30,366,15,0.07,22,0.11
30,362,15,0.07,37,0.18
30,358,20,0.1,57,0.28
30,354,32,0.16,89,0.43
30,350,43,0.21,132,0.64
30,346,74,0.36,206,1
30,342,83,0.4,289,1.4
30,338,110,0.53,399,1.94
30,334,126,0.61,525,2.55
30,330,156,0.76,681,3.31
30,326,158,0.77,839,4.07
30,322,205,1,1044,5.07
30,318,215,1.04,1259,6.11
30,314,240,1.16,1499,7.28
30,310,258,1.25,1757,8.53
30,306,287,1.39,2044,9.92
30,302,250,1.21,2294,11.13
30,298,299,1.45,2593,12.59
30,294,335,1.63,2928,14.21
30,290,361,1.75,3289,15.96
30,286,358,1.74,3647,17.7
30,282,364,1.77,4011,19.47
30,278,367,1.78,4378,21.25
30,274,362,1.76,4740,23.01
30,270,384,1.86,5124,24.87
30,266,466,2.26,5590,27.13
30,262,410,1.99,6000,29.12
30,258,413,2,6413,31.13
30,254,446,2.16,6859,33.29
30,250,429,2.08,7288,35.38
30,246,440,2.14,7728,37.51
30,242,403,1.96,8131,39.47
30,238,420,2.04,8551,41.51
30,234,441,2.14,8992,43.65
30,230,432,2.1,9424,45.74
30,226,410,1.99,9834,47.73
30,222,427,2.07,10261,49.81
30,218,394,1.91,10655,51.72
30,214,472,2.29,11127,54.01
30,210,397,1.93,11524,55.94
30,206,423,2.05,11947,57.99
30,202,395,1.92,12342,59.91
30,198,370,1.8,12712,61.7
30,194,356,1.73,13068,63.43
30,190,363,1.76,13431,65.19
30,186,365,1.77,13796,66.96
30,182,376,1.83,14172,68.79
30,178,366,1.78,14538,70.57
30,174,345,1.67,14883,72.24
30,170,336,1.63,15219,73.87
30,166,354,1.72,15573,75.59
30,162,336,1.63,15909,77.22
30,158,344,1.67,16253,78.89
30,154,313,1.52,16566,80.41
30,150,278,1.35,16844,81.76
30,146,280,1.36,17124,83.12
30,142,257,1.25,17381,84.37
30,138,296,1.44,17677,85.8
30,134,302,1.47,17979,87.27
30,130,225,1.09,18204,88.36
30,126,242,1.17,18446,89.53
30,122,177,0.86,18623,90.39
30,118,178,0.86,18801,91.26
30,114,145,0.7,18946,91.96
30,110,148,0.72,19094,92.68
30,106,145,0.7,19239,93.38
30,102,118,0.57,19357,93.96
30,98,78,0.38,19435,94.34
30,94,71,0.34,19506,94.68
30,90,62,0.3,19568,94.98
30,86,62,0.3,19630,95.28
30,82,47,0.23,19677,95.51
30,78,35,0.17,19712,95.68
30,74,38,0.18,19750,95.86
30,70,24,0.12,19774,95.98
30,66,14,0.07,19788,96.05
30,62,19,0.09,19807,96.14
30,58,11,0.05,19818,96.19
30,54,8,0.04,19826,96.23
30,50,9,0.04,19835,96.28
30,46,4,0.02,19839,96.3
30,42,10,0.05,19849,96.35
30,38,8,0.04,19857,96.38
30,34,8,0.04,19865,96.42
30,30,1,0,19866,96.43
30,26,3,0.01,19869,96.44
30,22,5,0.02,19874,96.47
30,18,2,0.01,19876,96.48
30,14,0,0,19876,96.48
30,10,0,0,19876,96.48
30,6,0,0,19876,96.48
30,2,726,3.52,20602,100
31,497.5,0,0,0,0
31,492.5,0,0,0,0
31,487.5,0,0,0,0
31,482.5,0,0,0,0
31,477.5,0,0,0,0
31,472.5,0,0,0,0
31,467.5,2,0.02,2,0.02
31,462.5,2,0.02,4,0.03
31,457.5,8,0.06,12,0.09
31,452.5,14,0.11,26,0.2
31,447.5,16,0.12,42,0.33
31,442.5,25,0.19,67,0.52
31,437.5,36,0.28,103,0.8
31,432.5,63,0.49,166,1.29
31,427.5,81,0.63,247,1.92
31,422.5,97,0.75,344,2.67
31,417.5,115,0.89,459,3.56
31,412.5,130,1.01,589,4.57
31,407.5,150,1.16,739,5.74
31,402.5,172,1.34,911,7.07
31,397.5,193,1.5,1104,8.57
31,392.5,199,1.55,1303,10.12
31,387.5,219,1.7,1522,11.82
31,382.5,186,1.44,1708,13.26
31,377.5,189,1.47,1897,14.73
31,372.5,219,1.7,2116,16.43
31,367.5,246,1.91,2362,18.34
31,362.5,237,1.84,2599,20.18
31,357.5,253,1.96,2852,22.14
31,352.5,233,1.81,3085,23.95
31,347.5,238,1.85,3323,25.8
31,342.5,223,1.73,3546,27.53
31,337.5,266,2.07,3812,29.6
31,332.5,269,2.09,4081,31.69
31,327.5,235,1.82,4316,33.51
31,322.5,251,1.95,4567,35.46
31,317.5,244,1.89,4811,37.36
31,312.5,256,1.99,5067,39.34
31,307.5,264,2.05,5331,41.39
31,302.5,253,1.96,5584,43.36
31,297.5,260,2.02,5844,45.38
31,292.5,239,1.86,6083,47.23
31,287.5,267,2.07,6350,49.31
31,282.5,273,2.12,6623,51.42
31,277.5,230,1.79,6853,53.21
31,272.5,239,1.86,7092,55.07
31,267.5,214,1.66,7306,56.73
31,262.5,232,1.8,7538,58.53
31,257.5,231,1.79,7769,60.32
31,252.5,248,1.93,8017,62.25
31,247.5,224,1.74,8241,63.99
31,242.5,229,1.78,8470,65.77
31,237.5,220,1.71,8690,67.47
31,232.5,232,1.8,8922,69.28
31,227.5,184,1.43,9106,70.7
31,222.5,213,1.65,9319,72.36
31,217.5,187,1.45,9506,73.81
31,212.5,180,1.4,9686,75.21
31,207.5,171,1.33,9857,76.54
31,202.5,192,1.49,10049,78.03
31,197.5,193,1.5,10242,79.52
31,192.5,166,1.29,10408,80.81
31,187.5,173,1.34,10581,82.16
31,182.5,181,1.41,10762,83.56
31,177.5,136,1.06,10898,84.62
31,172.5,166,1.29,11064,85.91
31,167.5,147,1.14,11211,87.05
31,162.5,122,0.95,11333,88
31,157.5,112,0.87,11445,88.87
31,152.5,100,0.78,11545,89.64
31,147.5,105,0.82,11650,90.46
31,142.5,107,0.83,11757,91.29
31,137.5,82,0.64,11839,91.92
31,132.5,65,0.5,11904,92.43
31,127.5,63,0.49,11967,92.92
31,122.5,68,0.53,12035,93.45
31,117.5,61,0.47,12096,93.92
31,112.5,50,0.39,12146,94.31
31,107.5,39,0.3,12185,94.61
31,102.5,21,0.16,12206,94.77
31,97.5,25,0.19,12231,94.97
31,92.5,24,0.19,12255,95.15
31,87.5,15,0.12,12270,95.27
31,82.5,18,0.14,12288,95.41
31,77.5,21,0.16,12309,95.57
31,72.5,12,0.09,12321,95.67
31,67.5,7,0.05,12328,95.72
31,62.5,7,0.05,12335,95.78
31,57.5,6,0.05,12341,95.82
31,52.5,10,0.08,12351,95.9
31,47.5,6,0.05,12357,95.95
31,42.5,3,0.02,12360,95.97
31,37.5,6,0.05,12366,96.02
31,32.5,2,0.02,12368,96.03
31,27.5,2,0.02,12370,96.05
31,22.5,2,0.02,12372,96.06
31,17.5,2,0.02,12374,96.08
31,12.5,0,0,12374,96.08
31,7.5,0,0,12374,96.08
31,2.5,505,3.92,12879,100
35,298.5,0,0,0,0
35,295.5,0,0,0,0
35,292.5,0,0,0,0
35,289.5,0,0,0,0
35,286.5,1,0,1,0
35,283.5,2,0.01,3,0.01
35,280.5,3,0.01,6,0.03
35,277.5,10,0.04,16,0.07
35,274.5,12,0.05,28,0.12
35,271.5,39,0.17,67,0.29
35,268.5,35,0.15,102,0.45
35,265.5,102,0.45,204,0.89
35,262.5,118,0.52,322,1.41
35,259.5,171,0.75,493,2.16
35,256.5,191,0.84,684,2.99
35,253.5,215,0.94,899,3.93
35,250.5,271,1.19,1170,5.12
35,247.5,303,1.33,1473,6.44
35,244.5,349,1.53,1822,7.97
35,241.5,386,1.69,2208,9.66
35,238.5,408,1.78,2616,11.44
35,235.5,422,1.85,3038,13.29
35,232.5,428,1.87,3466,15.16
35,229.5,437,1.91,3903,17.07
35,226.5,428,1.87,4331,18.94
35,223.5,438,1.92,4769,20.86
35,220.5,436,1.91,5205,22.76
35,217.5,436,1.91,5641,24.67
35,214.5,435,1.9,6076,26.57
35,211.5,448,1.96,6524,28.53
35,208.5,469,2.05,6993,30.58
35,205.5,440,1.92,7433,32.51
35,202.5,430,1.88,7863,34.39
35,199.5,385,1.68,8248,36.07
35,196.5,412,1.8,8660,37.87
35,193.5,447,1.95,9107,39.83
35,190.5,453,1.98,9560,41.81
35,187.5,487,2.13,10047,43.94
35,184.5,454,1.99,10501,45.92
35,181.5,395,1.73,10896,47.65
35,178.5,449,1.96,11345,49.62
35,175.5,477,2.09,11822,51.7
35,172.5,494,2.16,12316,53.86
35,169.5,476,2.08,12792,55.94
35,166.5,466,2.04,13258,57.98
35,163.5,481,2.1,13739,60.08
35,160.5,519,2.27,14258,62.35
35,157.5,466,2.04,14724,64.39
35,154.5,472,2.06,15196,66.46
35,151.5,506,2.21,15702,68.67
35,148.5,481,2.1,16183,70.77
35,145.5,440,1.92,16623,72.7
35,142.5,428,1.87,17051,74.57
35,139.5,428,1.87,17479,76.44
35,136.5,437,1.91,17916,78.35
35,133.5,411,1.8,18327,80.15
35,130.5,364,1.59,18691,81.74
35,127.5,364,1.59,19055,83.33
35,124.5,311,1.36,19366,84.69
35,121.5,299,1.31,19665,86
35,118.5,264,1.15,19929,87.16
35,115.5,254,1.11,20183,88.27
35,112.5,243,1.06,20426,89.33
35,109.5,197,0.86,20623,90.19
35,106.5,184,0.8,20807,91
35,103.5,122,0.53,20929,91.53
35,100.5,134,0.59,21063,92.11
35,97.5,124,0.54,21187,92.66
35,94.5,104,0.45,21291,93.11
35,91.5,118,0.52,21409,93.63
35,88.5,88,0.38,21497,94.01
35,85.5,65,0.28,21562,94.3
35,82.5,76,0.33,21638,94.63
35,79.5,59,0.26,21697,94.89
35,76.5,51,0.22,21748,95.11
35,73.5,39,0.17,21787,95.28
35,70.5,38,0.17,21825,95.45
35,67.5,24,0.1,21849,95.55
35,64.5,19,0.08,21868,95.64
35,61.5,22,0.1,21890,95.73
35,58.5,12,0.05,21902,95.78
35,55.5,15,0.07,21917,95.85
35,52.5,11,0.05,21928,95.9
35,49.5,7,0.03,21935,95.93
35,46.5,7,0.03,21942,95.96
35,43.5,8,0.03,21950,95.99
35,40.5,4,0.02,21954,96.01
35,37.5,4,0.02,21958,96.03
35,34.5,2,0.01,21960,96.04
35,31.5,2,0.01,21962,96.05
35,28.5,0,0,21962,96.05
35,25.5,0,0,21962,96.05
35,22.5,0,0,21962,96.05
35,19.5,0,0,21962,96.05
35,16.5,1,0,21963,96.05
35,13.5,1,0,21964,96.06
35,10.5,1,0,21965,96.06
35,7.5,1,0,21966,96.06
35,4.5,0,0,21966,96.06
35,1.5,900,3.94,22866,100
37,298.5,0,0,0,0
37,295.5,0,0,0,0
37,292.5,0,0,0,0
37,289.5,0,0,0,0
37,286.5,0,0,0,0
37,283.5,2,0.01,2,0.01
37,280.5,2,0.01,4,0.03
37,277.5,10,0.06,14,0.09
37,274.5,19,0.12,33,0.21
