"系組
代碼",校名,系組名,國文,英文,數學甲,數學乙,歷史,地理,公民與社會,物理,化學,生物,術科,"錄取人數
(含外加)","普通生
錄取分數"
1032,逢甲大學                ,電子工程學系乙組,1,1,0,1.75,0,0,0,0,0,0,0,6,265.25
1033,逢甲大學                ,電機工程學系甲組,2,1,1.5,0,0,0,0,1.5,0,0,0,14,375.45
1034,逢甲大學                ,電機工程學系乙組,1.5,1.25,0,1.5,0,0,0,0,0,0,0,11,306.38
1035,逢甲大學                ,自動控制工程學系甲組,2,1,1.5,0,0,0,0,1.5,0,0,0,9,342.95
1036,逢甲大學                ,自動控制工程學系乙組,2,1.25,0,1.5,0,0,0,0,0,0,0,8,314.26
1037,逢甲大學                ,資訊電機學院學士班甲組,1.5,1,1.5,0,0,0,0,1.5,0,0,0,8,325.20
1040,逢甲大學                ,資訊電機學院學士班乙組,1.5,1.25,0,2,0,0,0,0,0,0,0,8,334.80
1041,逢甲大學                ,通訊工程學系甲組,1,1,1,0,0,0,0,1,0,0,0,6,227.55
1042,逢甲大學                ,通訊工程學系乙組,1,1,0,1.5,0,0,0,0,0,0,0,5,241.25
1043,逢甲大學                ,土木工程學系,2,0,1.5,0,0,0,0,2,0,0,0,10,317.00
1044,逢甲大學                ,水利工程與資源保育學系A組,2,2,1,0,0,0,0,0,0,0,0,5,298.50
1045,逢甲大學                ,水利工程與資源保育學系B組,2,2,0,1,0,0,0,0,0,0,0,3,320.10
1046,逢甲大學                ,都市計畫與空間資訊學系,2,1,0,1,1,2,0,0,0,0,0,12,453.75
1047,逢甲大學                ,運輸與物流學系,2,2,0,1.75,0,0,0,0,0,0,0,11,343.25
1050,逢甲大學                ,土地管理學系,1.5,1,0,1,1,1.5,0,0,0,0,0,16,371.85
1051,逢甲大學                ,財務金融學系,1,1.5,0,1,0,0,0,0,0,0,0,32,222.33
1052,逢甲大學                ,風險管理與保險學系,1,1.5,0,1.5,0,0,0,0,0,0,0,24,232.48
1053,逢甲大學                ,財務工程與精算學士學位學程,1,1.5,0,1.5,0,0,0,0,0,0,0,12,245.35
1054,逢甲大學                ,建築專業學院學士班,2,2,1.75,0,0,0,0,1,0,0,0,23,383.20
1055,國立中央大學            ,中國文學系,2,1.5,0,0,1.5,1,0,0,0,0,0,22,466.93
1056,國立中央大學            ,英美語文學系,1.5,2,0,0,1.25,1,0,0,0,0,0,26,458.30
1057,國立中央大學            ,法國語文學系,1.5,2,0,0,1.25,1,1,0,0,0,0,27,532.75
1060,國立中央大學            ,數學系數學科學組,1,1.25,1.5,0,0,0,0,1.25,1,0,0,16,415.40
1061,國立中央大學            ,數學系計算與資料科學組,1,1.25,1.5,0,0,0,0,1.25,1,0,0,13,419.85
1062,國立中央大學            ,物理學系,1,1,1.5,0,0,0,0,1.5,1,0,0,17,424.05
1063,國立中央大學            ,化學學系,1,1,1,0,0,0,0,1,1,0,0,25,356.80
1064,國立中央大學            ,光電科學與工程學系,1,2,2,0,0,0,0,2,1,0,0,9,582.10
1065,國立中央大學            ,理學院學士班,1,1,1.5,0,0,0,0,1.25,1.25,0,0,12,424.00
1066,國立中央大學            ,土木工程學系,1,1.5,2,0,0,0,0,2,1,0,0,44,504.33
1067,國立中央大學            ,機械工程學系光機電工程組,1,1.5,2,0,0,0,0,2,1,0,0,14,537.15
1070,國立中央大學            ,機械工程系材料與精密製造組,1,1.5,2,0,0,0,0,2,1,0,0,14,532.03
1071,國立中央大學            ,機械工程學系設計與分析組,1,1.5,2,0,0,0,0,2,1,0,0,27,522.10
1072,國立中央大學            ,化學工程與材料工程學系,1,1,1,0,0,0,0,1,1,0,0,36,365.00
1073,國立中央大學            ,工學院學士班,1,1,2,0,0,0,0,2,2,0,0,15,577.75
1074,國立中央大學            ,企業管理學系,1.5,2,0,2,0,0,0,0,0,0,0,57,450.10
1075,國立中央大學            ,資訊管理學系,1.5,2,2,0,0,0,0,0,0,0,0,47,402.60
1076,國立中央大學            ,經濟學系,1.25,2,0,2,0,0,0,0,0,0,0,20,441.20
1077,國立中央大學            ,財務金融學系,1,1.5,0,1.5,0,0,0,0,0,0,0,11,340.58
1100,國立中央大學            ,電機工程學系,1,1,1,0,0,0,0,1,1,0,0,29,382.85
1101,國立中央大學            ,資訊工程學系,1,1,1,0,0,0,0,1,0,0,0,7,312.70
1102,國立中央大學            ,通訊工程學系,1,1,1,0,0,0,0,1,0,0,0,12,295.20
1103,國立中央大學            ,資訊電機學院學士班,1,1,1,0,0,0,0,1,1,0,0,7,381.80
1104,國立中央大學            ,大氣科學學系大氣組,1,1,2,0,0,0,0,2,1,0,0,14,467.25
1105,國立中央大學            ,大氣科學學系太空組,1,1,2,0,0,0,0,2,1,0,0,12,472.95
1106,國立中央大學            ,地球科學學系,1,1.5,2,0,0,0,0,2,1,0,0,20,496.60
1107,國立中央大學            ,地球科學學院學士班,1,1,2,0,0,0,0,2,1,0,0,8,462.90
1110,國立中央大學            ,客家語文暨社會科學學系,1.5,1,0,1,1,0,1.5,0,0,0,0,12,461.35
1111,國立中央大學            ,生命科學系,1,1,1,0,0,0,0,0,1.25,1.5,0,20,407.25
1112,國立中央大學            ,生醫科學與工程學系,0,1,0,0,0,0,0,1.25,1.25,0,0,3,272.38
1113,中國文化大學            ,哲學系,2,1.5,0,0,2,0,0,0,0,0,0,37,284.70
1114,中國文化大學            ,中國文學系中國文學組,2,2,0,0,2,1,0,0,0,0,0,67,340.70
1115,中國文化大學            ,中國文學系文藝創作組,2,2,0,0,2,1,0,0,0,0,0,28,341.50
1116,中國文化大學            ,史學系,2,2,0,0,2,1,1,0,0,0,0,31,429.90
1117,中國文化大學            ,日本語文學系,2,1.5,0,0,2,1,0,0,0,0,0,82,353.60
1120,中國文化大學            ,韓國語文學系,2,2,0,0,1,1,0,0,0,0,0,38,342.30
1121,中國文化大學            ,俄國語文學系,2,2,0,0,1,1,0,0,0,0,0,37,300.70
1122,中國文化大學            ,英國語文學系,1,2,0,0,1.25,0,0,0,0,0,0,81,209.10
1123,中國文化大學            ,法國語文學系,2,2,0,0,1,1,0,0,0,0,0,44,311.20
1124,中國文化大學            ,應用數學系,2,1.5,2,0,0,0,0,0,0,0,0,38,252.23
1125,中國文化大學            ,光電物理學系,1,1,1.5,0,0,0,0,2,1,0,0,26,266.00
1126,中國文化大學            ,化學系,1.5,1,1.5,0,0,0,0,1,2,0,0,26,304.70
1127,中國文化大學            ,地理學系A組,1,1,2,0,0,0,0,2,1,0,0,11,257.50
1130,中國文化大學            ,地理學系B組,1,1,0,2,1,2,0,0,0,0,0,10,395.80
1131,中國文化大學            ,大氣科學系,1,1.5,2,0,0,0,0,1.5,1,0,0,37,264.63
1132,中國文化大學            ,地質學系,1,1.5,1,0,0,0,0,1.75,2,0,0,21,275.13
1133,中國文化大學            ,生命科學系,1,1.5,1,0,0,0,0,0,1.5,2,0,22,323.63
1134,中國文化大學            ,法律學系法學組,1.5,1.5,0,0,1,1,1,0,0,0,0,101,347.93
1135,中國文化大學            ,法律學系財經法律組,1.5,1.5,0,0,1,1,1,0,0,0,0,62,338.78
1136,中國文化大學            ,政治學系,1.5,1,0,0,1.5,0,0,0,0,0,0,36,220.05
1137,中國文化大學            ,經濟學系,1.75,2,0,2,0,0,0,0,0,0,0,57,293.20
1140,中國文化大學            ,勞動暨人力資源學系,2,1.5,0,0,2,0,0,0,0,0,0,61,282.75
1141,中國文化大學            ,社會福利學系,1.5,1.5,0,1.5,1,0,1,0,0,0,0,80,310.48
1142,中國文化大學            ,行政管理學系,1.5,1.5,0,0,1,0,2,0,0,0,0,78,332.70
1143,中國文化大學            ,園藝暨生物技術學系,1,1.5,0,0,0,0,0,0,1.5,2,0,18,285.60
1144,中國文化大學            ,動物科學系,1,2,0,0,0,0,0,0,2,2,0,13,336.00
1145,中國文化大學            ,森林暨自然保育學系,2,1,0,0,2,2,0,0,0,0,0,10,395.40
1146,中國文化大學            ,土地資源學系A組,2,1,0,1,2,2,0,0,0,0,0,16,403.70
1147,中國文化大學            ,土地資源學系B組,2,2,1,0,0,0,0,1,1.75,0,0,3,350.95
1150,中國文化大學            ,生活應用科學系,2,1,0,1,2,2,0,0,0,0,0,26,399.95
1151,中國文化大學            ,保健營養學系,2,1,0,0,0,0,0,0,2,2,0,24,369.25
1152,中國文化大學            ,化學工程與材料工程學系,2,1,2,0,0,0,0,1,2,0,0,27,358.85
1153,中國文化大學            ,電機工程學系A組,2,2,2,0,0,0,0,1,1,0,0,24,382.20
1154,中國文化大學            ,電機工程學系B組,2,2,1,0,0,0,0,2,1,0,0,24,374.50
1155,中國文化大學            ,機械工程學系,2,1,2,0,0,0,0,2,1,0,0,42,347.45
1156,中國文化大學            ,紡織工程學系,2,2,1,0,0,0,0,1,2,0,0,13,335.00
1157,中國文化大學            ,資訊工程學系A組,2,1,2,0,0,0,0,2,1,0,0,14,394.90
1160,中國文化大學            ,資訊工程學系B組,2,1,0,2,2,1,0,0,0,0,0,14,420.30
1161,中國文化大學            ,國際貿易學系,2,2,0,1,1,1,0,0,0,0,0,66,343.40
1162,中國文化大學            ,國際企業管理學系,2,1,0,1,1,1,0,0,0,0,0,93,303.60
1163,中國文化大學            ,會計學系,2,2,0,1,2,1,0,0,0,0,0,49,402.60
1164,中國文化大學            ,觀光事業學系,1,2,0,0,2,1.5,1,0,0,0,0,41,379.20
1165,中國文化大學            ,資訊管理系(智慧商務科技組),1,2,0,1.5,2,1,0,0,0,0,0,46,351.90
1166,中國文化大學            ,資訊管理系(雲端巨量資料組),1,1.5,0,2,1,2,0,0,0,0,0,23,363.00
1167,中國文化大學            ,財務金融學系金融行銷組,1,2,0,0,2,2,0,0,0,0,0,31,365.00
1170,中國文化大學            ,財務金融學系財務金融組,2,2,0,1.5,0,1,0,0,0,0,0,39,332.40
1171,中國文化大學            ,全球商務學士學位學程,1,2,0,1,0,0,0,0,0,0,0,10,198.60
1172,中國文化大學            ,新聞學系,2,2,0,1,1,0,2,0,0,0,0,60,418.90
1173,中國文化大學            ,廣告學系A組,2,2,0,1,0,0,1,0,0,0,0,37,314.90
1174,中國文化大學            ,廣告學系B組,1,1,0,0,0,0,0,0,0,0,1,15,150.20
1175,中國文化大學            ,資訊傳播學系,2,1,0,0,1,1,1.5,0,0,0,0,43,368.10
1176,中國文化大學            ,大眾傳播學系,2,1,0,1,2,0,2,0,0,0,0,57,458.00
1177,中國文化大學            ,美術學系,2,1,0,0,1,1,0,0,0,0,2,23,356.40
1200,中國文化大學            ,音樂學系A組,1,1,0,0,0,0,0,0,0,0,2,14,192.48
1201,中國文化大學            ,音樂學系B組,2,1.5,0,0,1,0,0,0,0,0,0,3,255.90
1202,中國文化大學            ,戲劇學系,2,1,0,0,1,1,0,0,0,0,0,7,332.35
1203,中國文化大學            ,都市計劃與開發管理學系,1.5,2,0,1,1,1.5,0,0,0,0,0,25,338.30
1204,中國文化大學            ,建築及都市設計學系,2,2,0,1.5,0,0,0,0,0,0,0,19,299.50
1205,中國文化大學            ,景觀學系,2,2,0,1,0,0,0,0,0,0,0,39,250.20
1206,中國文化大學            ,教育學系,2,1.5,0,0,0,0,1.5,0,0,0,0,19,288.20
1207,中國文化大學            ,心理輔導學系,2,2,0,0,0,0,1.75,0,0,0,0,32,336.30
1210,中國文化大學            ,運動與健康促進學系,2,2,0,0,0,0,0,0,0,1.75,0,3,324.63
1211,靜宜大學                ,英國語文學系,1.5,2,0,0,1.5,0,0,0,0,0,0,28,276.80
1212,靜宜大學                ,西班牙語文學系,2,1.5,0,0,1,1,0,0,0,0,0,48,303.43
1213,靜宜大學                ,日本語文學系,2,1,0,0,1.5,1.5,0,0,0,0,0,35,355.40
1214,靜宜大學                ,中國文學系,2,0,0,0,2,1,0,0,0,0,0,39,317.00
1215,靜宜大學                ,社會工作與兒童少年福利學系,2,1,0,0,2,1,0,0,0,0,0,33,349.60
1216,靜宜大學                ,台灣文學系,2,0,0,0,1.25,1.25,0,0,0,0,0,8,288.73
1217,靜宜大學                ,法律學系,2,1,0,1,0,0,1.5,0,0,0,0,20,359.40
1220,靜宜大學                ,生態人文學系(自然組),2,2,0,0,0,0,0,0,0,1.5,0,22,294.40
1221,靜宜大學                ,生態人文學系(人文組),2,2,0,0,1.5,0,0,0,0,0,0,22,285.25
1222,靜宜大學                ,大眾傳播學系,2,2,0,0,1.75,0,0,0,0,0,0,17,326.85
1223,靜宜大學                ,財務工程學系,2,1.5,0,2,0,0,0,0,0,0,0,8,321.15
1224,靜宜大學                ,應用化學系,2,1,0,0,0,0,0,0,2,0,0,16,275.60
1225,靜宜大學                ,食品營養學系營養與保健組,2,0,0,0,0,0,0,0,1,2,0,10,299.20
1226,靜宜大學                ,食品營養系食品與生物技術組,2,0,0,0,0,0,0,0,1,2,0,10,297.00
1227,靜宜大學                ,化粧品科學系,2,1,0,0,0,0,0,0,2,0,0,24,272.45
1230,靜宜大學                ,資料科學暨大數據分析應用系,2,1.5,0,2,0,0,0,0,0,0,0,15,308.30
1231,靜宜大學                ,企業管理學系,2,2,0,0,2,1,0,0,0,0,0,47,377.80
1232,靜宜大學                ,國際企業系(國際經營行銷組),1.5,1.5,0,0,1,0,1,0,0,0,0,14,291.70
1233,靜宜大學                ,國際企業系(國際貿易運籌組),1.5,1.5,0,0,1,1,0,0,0,0,0,13,282.40
1234,靜宜大學                ,會計學系,2,1.5,0,1.5,1,0,0,0,0,0,0,32,332.15
1235,靜宜大學                ,觀光事業學系(甲組),2,0,0,0,1,2,2,0,0,0,0,13,446.30
1236,靜宜大學                ,觀光事業學系(乙組),2,0,0,1,2,2,0,0,0,0,0,14,405.20
1237,靜宜大學                ,觀光事業學系(丙組),2,1,0,0,2,2,0,0,0,0,0,12,394.70
1240,靜宜大學                ,財務金融學系(金融管理組),1.5,1.25,0,1,1.5,0,0,0,0,0,0,17,290.24
1241,靜宜大學                ,財務金融學系(投資管理組),1.5,1,0,1.25,0,1.5,0,0,0,0,0,16,297.15
1242,靜宜大學                ,資訊管理系(應用軟體開發組),2,1.75,0,2,0,0,0,0,0,0,0,8,327.19
1243,靜宜大學                ,資訊管理系(行動雲端商務組),2,0,0,2,1,1,0,0,0,0,0,8,368.70
1244,靜宜大學                ,資訊管理學系(物聯網應用組),2,2,0,1.75,0,0,0,0,0,0,0,8,322.25
1245,靜宜大學                ,資工系(電子與系統設計組),2,2,0,1.75,0,0,0,0,0,0,0,6,333.80
1246,靜宜大學                ,資工系(人工智慧與網路組),2,1.5,0,2,0,0,0,0,0,0,0,6,327.80
1247,靜宜大學                ,資工系(智慧生活與設計組),2,0,0,2,0,0,1.5,0,0,0,0,5,359.80
1250,靜宜大學                ,資傳工程系(網路與多媒體組),2,1,0,2,0,0,0,0,0,0,0,6,299.45
1251,靜宜大學                ,資訊傳播工程系(遊戲開發組),2,1,0,2,0,0,0,0,0,0,0,8,291.50
1252,靜宜大學                ,資訊傳播工程系(動畫設計組),2,0,0,1,0,0,2,0,0,0,0,7,325.00
1253,靜宜大學                ,寰宇管理學士學位學程,1.25,2,0,1,0,0,0,0,0,0,0,24,202.60
1254,靜宜大學                ,寰宇外語教育學士學位學程,1,2,0,0,1,0,0,0,0,0,0,20,203.90
1255,大同大學                ,機械工程學系電子機械組(甲),2,1.75,2,0,0,0,0,0,0,0,0,9,306.11
1256,大同大學                ,機械工程學系電子機械組(乙),2,1.75,0,2,0,0,0,0,0,0,0,7,342.51
1257,大同大學                ,機械工程學系精密機械組(甲),2,1.75,2,0,0,0,0,0,0,0,0,7,314.70
1260,大同大學                ,機械工程學系精密機械組(乙),2,1.75,0,2,0,0,0,0,0,0,0,5,342.85
1261,大同大學                ,電機工程學系(甲組),2,1,2,0,0,0,0,0,0,0,0,16,286.25
1262,大同大學                ,電機工程學系(乙組),2,1,0,0,0,0,0,2,0,0,0,15,296.00
1263,大同大學                ,化工與生物科技系(化工組),2,1.75,0,0,0,0,0,0,2,0,0,17,315.20
1264,大同大學                ,化工與生物科技系(生科組),2,1.75,0,0,0,0,0,0,0,2,0,17,332.60
1265,大同大學                ,工業設計學系(自然一組),2,2,1,0,0,0,0,0,0,0,0,7,286.80
1266,大同大學                ,工業設計學系(自然二組),1,1,0,0,0,0,0,2,0,0,0,3,233.95
1267,大同大學                ,工業設計學系(社會一組),2,2,0,1,0,0,0,0,0,0,0,15,302.80
1270,大同大學                ,工業設計學系(社會二組),0,2,0,0,2,1,0,0,0,0,0,15,262.00
1271,大同大學                ,事業經營學系(甲組),1,2,0,0,1,1,0,0,0,0,0,21,260.40
1272,大同大學                ,事業經營學系(乙組),1,1.5,0,1.5,0,0,0,0,0,0,0,20,209.78
1273,大同大學                ,資訊工程學系(甲組),2,1.5,1,0,0,0,0,0,0,0,0,18,274.33
1274,大同大學                ,資訊工程學系(乙組),2,1.5,0,1,0,0,0,0,0,0,0,17,286.18
1275,大同大學                ,材料工程學系,2,1,0,2,0,0,0,0,0,0,0,22,299.90
1276,大同大學                ,資訊經營學系,2,2,0,1.75,0,0,0,0,0,0,0,17,317.45
1277,大同大學                ,媒體設計學系互動媒體組(一),1.75,2,0,2,0,0,0,0,0,0,0,15,315.30
1300,大同大學                ,媒體設計學系互動媒體組(二),0,2,0,0,2,1.5,0,0,0,0,0,13,286.20
1301,大同大學                ,媒體設計學系數位遊戲組(一),1.75,2,0,2,0,0,0,0,0,0,0,12,325.00
1302,大同大學                ,媒體設計學系數位遊戲組(二),0,2,0,0,2,1.5,0,0,0,0,0,10,295.40
1303,大同大學                ,應用外語學系,2,2,0,0,1.75,0,0,0,0,0,0,25,335.75
1304,輔仁大學                ,中國文學系,2,1.25,0,0,2,0,0,0,0,0,0,39,360.61
1305,輔仁大學                ,歷史學系,2,1.75,0,0,2,0,0,0,0,0,0,43,388.91
1306,輔仁大學                ,哲學系,2,2,0,2,1,1,0,0,0,0,0,45,479.30
1307,輔仁大學                ,音樂學系-弦樂,1,1,0,0,0,0,0,0,0,0,2,5,206.96
1310,輔仁大學                ,音樂學系-銅管樂.木管樂,1,1,0,0,0,0,0,0,0,0,2,1,208.50
1311,輔仁大學                ,音樂學系-聲樂,1,1,0,0,0,0,0,0,0,0,2,1,221.72
1312,輔仁大學                ,應用美術學系,1,1,0,1,1,1,0,0,0,0,0,24,324.70
1313,輔仁大學                ,景觀設計學系(社會組),1,1.5,0,1,2,2,0,0,0,0,0,15,506.10
1314,輔仁大學                ,景觀設計學系(自然組),1,1.5,1,0,0,0,0,0,0,2,0,9,321.10
1315,輔仁大學                ,影像傳播學系,2,2,0,1,1,1,0,0,0,0,0,17,496.00
1316,輔仁大學                ,新聞傳播學系,2,2,0,1,1,0,1,0,0,0,0,30,492.70
1317,輔仁大學                ,廣告傳播學系,1.5,1.5,0,1.5,1,1,0,0,0,0,0,29,456.78
1320,輔仁大學                ,圖書資訊學系,2,2,0,1,0,0,0,0,0,0,0,23,336.20
1321,輔仁大學                ,體育學系體育學組,1,1,1,0,0,0,0,0,0,1,2,6,303.98
1322,輔仁大學                ,體育學系運動健康管理組,2,2,2,0,0,0,0,0,0,1,0,20,356.30
1323,輔仁大學                ,教育領導與科技發展學位學程,2,2,0,1,1,1,0,0,0,0,0,10,467.10
1324,輔仁大學                ,護理學系,1.5,1.5,1,0,0,0,0,0,0,1.25,0,40,330.00
1325,輔仁大學                ,公共衛生學系,1.5,1.5,1,0,0,0,0,0,1,1.25,0,23,370.90
1326,輔仁大學                ,醫學系(自費),0,1,1,0,0,0,0,1,1,1,0,18,426.45
1327,輔仁大學                ,醫學系(公費),0,1.25,1,0,0,0,0,1,1,1.25,0,4,463.11
1330,輔仁大學                ,臨床心理學系,1.25,2,1,0,0,0,0,0,0,1.25,0,19,377.00
1331,輔仁大學                ,職能治療學系,1.25,2,1,0,0,0,0,1,0,2,0,18,507.00
1332,輔仁大學                ,呼吸治療學系,1,1.25,0,0,0,0,0,1,0,1.25,0,14,315.04
1333,輔仁大學                ,數學系資訊數學組,1.25,1.25,2,0,0,0,0,0,0,0,0,17,242.23
1334,輔仁大學                ,數學系應用數學組,1.25,1.25,2,0,0,0,0,0,0,0,0,24,246.83
1335,輔仁大學                ,化學系,0,1.5,1.5,0,0,0,0,0,2,0,0,20,271.40
1336,輔仁大學                ,資訊工程學系,1,1,1,0,0,0,0,1,1,0,0,39,291.70
1337,輔仁大學                ,生命科學系,0,2,0,0,0,0,0,0,1.5,2,0,36,318.80
1340,輔仁大學                ,物理學系物理組,1,0,1,0,0,0,0,2,0,0,0,22,218.00
1341,輔仁大學                ,物理學系光電物理組,1,0,1,0,0,0,0,2,0,0,0,17,222.20
1342,輔仁大學                ,電機工程學系,1,1,1,0,0,0,0,1,0,0,0,55,228.80
1343,輔仁大學                ,醫學資訊與創新應用學位學程,1,1,1,0,0,0,0,1,1,0,0,8,276.25
1344,輔仁大學                ,英國語文學系,1,2,0,0,1,0,0,0,0,0,0,27,305.30
1345,輔仁大學                ,法國語文學系,1.5,1.5,0,0,1,1,0,0,0,0,0,17,373.08
1346,輔仁大學                ,西班牙語文學系,1.5,1.5,0,0,1,1,0,0,0,0,0,18,371.93
1347,輔仁大學                ,日本語文學系,1.5,1.5,0,1,1,1,0,0,0,0,0,41,413.05
1350,輔仁大學                ,義大利語文學系,1.5,1.5,0,0,1,1,0,0,0,0,0,18,364.50
1351,輔仁大學                ,德語語文學系,1.5,1.5,0,0,1.25,0,0,0,0,0,0,20,317.78
1352,輔仁大學                ,織品服裝學系織品設計組,2,2,0,1.5,0,0,0,0,0,0,0,21,349.80
1353,輔仁大學                ,織品服裝學系服飾設計組,2,2,0,1.5,0,0,0,0,0,0,0,17,360.10
1354,輔仁大學                ,織品服裝學系織品服飾行銷組,2,2,0,1.5,0,0,0,0,0,0,0,45,356.44
1355,輔仁大學                ,餐旅管理學系,2,2,0,1.5,1,1,0,0,0,0,0,22,486.20
1356,輔仁大學                ,兒童與家庭學系,2,2,0,1,0,0,0,0,0,0,0,19,335.30
1357,輔仁大學                ,食品科學系,1,2,1,0,0,0,0,0,2,2,0,26,475.20
1360,輔仁大學                ,營養科學系,1,2,1,0,0,0,0,0,2,2,0,21,520.80
1361,輔仁大學                ,法律學系,1,1.5,0,1,1,0,1,0,0,0,0,38,408.75
1362,輔仁大學                ,財經法律學系,1,1.5,0,1,1,0,1,0,0,0,0,18,415.28
1363,輔仁大學                ,企業管理學系,1.5,1.5,0,1.5,1,1,0,0,0,0,0,52,464.43
1364,輔仁大學                ,會計學系,1.5,1.5,0,1.5,1,1,0,0,0,0,0,50,474.23
1365,輔仁大學                ,資訊管理學系,1.5,2,0,2,0,0,0,0,0,0,0,35,399.20
1366,輔仁大學                ,統計資訊學系,1.5,2,0,2,0,0,0,0,0,0,0,39,395.30
1367,輔仁大學                ,金融與國際企業學系,1.5,2,0,2,0,0,0,0,0,0,0,41,425.30
1370,輔仁大學                ,社會學系,1.5,1.5,0,1.5,0,0,1,0,0,0,0,26,381.60
1371,輔仁大學                ,社會工作學系,1.5,1.5,0,1,0,0,0,0,0,0,0,22,274.35
1372,輔仁大學                ,經濟學系,1,2,0,2,0,0,0,0,0,0,0,36,365.00
1373,輔仁大學                ,宗教學系,2,2,0,0,1.5,0,0,0,0,0,0,8,350.80
1374,輔仁大學                ,心理學系,2,2,1.5,0,0,0,0,0,0,0,0,16,372.20
1375,國立臺灣海洋大學        ,商船學系,1,1.5,1.5,0,0,0,0,1.5,0,0,0,13,330.15
1376,國立臺灣海洋大學        ,航運管理學系,1,2,0,1.5,0,0,0,0,0,0,0,24,342.30
1377,國立臺灣海洋大學        ,運輸科學系A組,1,2,0,2,0,0,0,0,0,0,0,17,383.10
1400,國立臺灣海洋大學        ,運輸科學系B組,1,2,2,0,0,0,0,0,0,0,0,13,319.00
1401,國立臺灣海洋大學        ,輪機工程學系能源應用組,1,1.5,1.5,0,0,0,0,1.5,1,0,0,12,401.40
1402,國立臺灣海洋大學        ,輪機工程學系動力工程組,1,1.5,1.5,0,0,0,0,1.5,1,0,0,6,410.60
1403,國立臺灣海洋大學        ,食品科學系食品科學組,1,2,1,0,0,0,0,0,2,2,0,10,505.30
1404,國立臺灣海洋大學        ,食品科學系生物科技組,1,2,1,0,0,0,0,0,2,2,0,14,490.50
1405,國立臺灣海洋大學        ,水產養殖學系,1,2,1,0,0,0,0,0,1.5,2,0,11,440.90
1406,國立臺灣海洋大學        ,生命科學暨生物科技學系,1,1.5,1,0,0,0,0,0,1.5,1.5,0,16,403.45
1407,國立臺灣海洋大學        ,環境生物與漁業科學學系,1,1.5,1.5,0,0,0,0,0,0,1.25,0,6,307.88
1410,國立臺灣海洋大學        ,海洋環境資訊系,1,1.5,1.5,0,0,0,0,1.5,1,0,0,17,375.28
1411,國立臺灣海洋大學        ,機械與機電工程學系,1,1.5,1.5,0,0,0,0,1.5,1,0,0,20,416.43
1412,國立臺灣海洋大學        ,系統工程暨造船學系,1,1.25,1.25,0,0,0,0,1.25,1,0,0,13,351.90
1413,國立臺灣海洋大學        ,河海工程學系,1,1.5,1.5,0,0,0,0,1.5,1,0,0,14,383.90
1414,國立臺灣海洋大學        ,電機工程學系,1,1,1,0,0,0,0,1,1,0,0,27,336.55
1415,國立臺灣海洋大學        ,資訊工程學系,1,1,1,0,0,0,0,1,0,0,0,28,268.63
1416,國立臺灣海洋大學        ,通訊與導航工程學系,1,1.5,1.5,0,0,0,0,1.5,0,0,0,8,356.40
1417,國立臺灣海洋大學        ,海洋觀光管理學士學位學程,1.5,2,0,1,0,0,0,0,0,0,0,5,339.74
1420,國立臺灣海洋大學        ,海洋法政學士學位學程,2,2,0,1,0,0,0,0,0,0,0,11,379.40
1421,國立臺灣海洋大學        ,光電與材料科技學系,1,1.25,1.5,0,0,0,0,1.5,1,0,0,10,405.05
1422,國立臺灣海洋大學        ,海洋文創設計產業學位學程,1.5,1,0,1,0,0,0,0,0,0,0,5,255.75
1423,國立臺灣海洋大學        ,海洋生物科技學士學位學程,1,1.5,1,0,0,0,0,0,1.5,1.5,0,6,389.10
1424,國立臺灣海洋大學        ,海洋工程科技學士學位學程,1,1.5,1.5,0,0,0,0,1.5,1,0,0,7,400.05
1425,國立臺灣海洋大學        ,海洋經營管理學士學位學程,1,2,0,1,0,0,0,0,0,0,0,15,294.40
1426,國立高雄師範大學        ,音樂學系,1,1,0,0,0,0,0,0,0,0,2,4,293.89
1427,國立高雄師範大學        ,美術學系,1,1,0,0,0,0,0,0,0,0,2,28,235.39
1430,國立高雄師範大學        ,視覺設計學系,1,1,0,0,0,0,0,0,0,0,2,25,252.15
1431,國立高雄師範大學        ,國文學系,1.5,1.25,0,1,1.25,1,0,0,0,0,0,30,421.00
1432,國立高雄師範大學        ,英語學系,1.25,2,0,1,1,1,0,0,0,0,0,58,444.00
1433,國立高雄師範大學        ,地理學系,1,1.25,0,1,1,1.25,0,0,0,0,0,22,394.50
1434,國立高雄師範大學        ,教育學系,1.5,1.5,0,1.5,1,1,0,0,0,0,0,11,468.38
1435,國立高雄師範大學        ,特殊教育學系,1.25,1.25,0,1,0,0,0,0,0,0,0,13,256.68
1436,國立高雄師範大學        ,事業經營學系,1.5,2,0,1.75,0,0,0,0,0,0,0,14,399.90
1437,國立高雄師範大學        ,體育學系,2,2,0,0,0,0,0,0,1,2,1,9,370.28
1440,國立高雄師範大學        ,數學系數學組,1,1.25,2,0,0,0,0,1.25,0,0,0,19,320.73
1441,國立高雄師範大學        ,數學系應用數學組,1,1.25,2,0,0,0,0,1.25,0,0,0,16,332.14
1442,國立高雄師範大學        ,物理學系,1,1,1.5,0,0,0,0,2,1,0,0,25,396.30
1443,國立高雄師範大學        ,化學系,1,2,1.5,0,0,0,0,1,2,0,0,26,470.70
1444,國立高雄師範大學        ,生物科技系,1,1.25,1,0,0,0,0,0,1,2,0,21,396.71
