"校系
代碼",校名,系組名,國文,英文,數學甲,數學乙,歷史,地理,公民與社會,物理,化學,生物,術科,"錄取人數
(含外加)","普通生
錄取分數"
3413,亞洲大學,生物資訊與醫學工程學系(生醫資訊組),2,0,0,0,1,1,2,0,0,0,0,4,320.3
3414,亞洲大學,生物資訊與醫學工程學系(醫學工程組),2,0,0,1,2,2,0,0,0,0,0,4,360.6
3415,亞洲大學,資訊工程學系(資電應用組),2,0,0,1,2,2,0,0,0,0,0,17,333.6
3416,亞洲大學,資訊工程學系(數位內容組),2,0,0,1,2,2,0,0,0,0,0,2,402.2
3417,亞洲大學,"行動商務與多媒體應用學系(多媒體應用
組)",2,0,0,1,2,2,0,0,0,0,0,13,338
3420,亞洲大學,行動商務與多媒體應用學系(行動商務組),2,0,0,1,2,2,0,0,0,0,0,8,340.8
3421,亞洲大學,光電與通訊學系(光電綠能組),2,1.75,0,2,0,0,0,0,0,0,0,2,267.75
3422,亞洲大學,光電與通訊學系(通訊網路組),2,1.75,0,2,0,0,0,0,0,0,0,4,235.3
3423,亞洲大學,資訊傳播學系(媒體傳播組),2,1,0,0,2,2,0,0,0,0,0,5,358.6
3424,亞洲大學,資訊傳播學系(影視媒體組),2,1,0,0,2,2,0,0,0,0,0,4,362.7
3425,亞洲大學,經營管理學系(企業創新管理組),2,0,0,0,1,2,2,0,0,0,0,14,361.4
3426,亞洲大學,經營管理學系(行銷管理組),2,0,0,0,2,1,2,0,0,0,0,13,371.4
3427,亞洲大學,經營管理學系國際企業管理組,2,0,0,0,2,1,2,0,0,0,0,10,365.8
3430,亞洲大學,休閒與遊憩管理學系(餐旅事業管理組),2,1,0,1,2,0,2,0,0,0,0,7,394.8
3431,亞洲大學,休閒與遊憩管理學系(旅遊事業管理組),2,1,0,1,0,2,2,0,0,0,0,11,377.1
3432,亞洲大學,會計與資訊學系(財稅應用組),2,1,0,1,0,2,0,0,0,0,0,3,268.7
3433,亞洲大學,會計與資訊學系(管理應用組),2,1,0,1,0,2,0,0,0,0,0,5,264.8
3434,亞洲大學,財務金融學系(投資管理組),1,1,0,1,0,2,0,0,0,0,0,13,215.7
3435,亞洲大學,財務金融學系(金融管理組),1,1,0,1,0,2,0,0,0,0,0,25,212
3436,亞洲大學,財經法律學系(科技法律組),2,0,0,0,2,1,2,0,0,0,0,12,375
3437,亞洲大學,財經法律學系(財經法律組),2,0,0,0,2,1,2,0,0,0,0,12,400.3
3440,亞洲大學,外國語文學系(語文與專業應用組),2,2,0,0,1.5,0,0,0,0,0,0,13,246.4
3441,亞洲大學,外國語文學系(語文與商務溝通組),2,2,0,0,1.5,0,0,0,0,0,0,14,250.2
3442,亞洲大學,社會工作學系(社工心理雙專業組),2,0,0,1,2,1,2,0,0,0,0,6,444.6
3443,亞洲大學,社會工作學系(兒少保護與弱勢培力組),2,0,0,1,1,2,2,0,0,0,0,13,410.9
3444,亞洲大學,社會工作學系(醫務社工與社會照顧組),2,1,0,0,2,1,2,0,0,0,0,12,408.5
3445,亞洲大學,幼兒教育學系(幼兒文創組),2,1.5,0,0,1.5,1,0,0,0,0,0,3,291
3446,亞洲大學,幼兒教育學系(幼兒師資組),2,1.5,0,0,1.5,0,1,0,0,0,0,3,305.1
3447,亞洲大學,數位媒體設計學系(數位動畫設計組),2,1,0,0,2,2,0,0,0,0,0,2,394.6
3450,亞洲大學,數位媒體設計學系(數位遊戲設計組),2,1,0,0,2,2,0,0,0,0,0,4,380.8
3451,亞洲大學,視覺傳達設計學系(企業形象設計組),2,1,0,0,2,2,0,0,0,0,0,11,349.5
3452,亞洲大學,視覺傳達設計學系(產業視覺設計組),2,1,0,0,2,2,0,0,0,0,0,13,352.5
3453,亞洲大學,創意商品設計學系(流行精品設計組),2,1,0,0,2,2,0,0,0,0,0,3,358.7
3454,亞洲大學,創意商品設計學系(創意商品設計組),2,1,0,0,2,2,0,0,0,0,0,5,373.1
3455,亞洲大學,時尚設計學系(時尚服裝設計組),2,1,0,0,2,2,0,0,0,0,0,5,391.7
3456,亞洲大學,時尚設計學系(時尚精品設計組),2,1,0,0,2,2,0,0,0,0,0,17,336.8
3457,亞洲大學,室內設計學系(商業空間組),1,1,0,0,2,2,0,0,0,0,0,4,354.9
3460,亞洲大學,室內設計學系(住宅空間組),1,1,0,0,2,2,0,0,0,0,0,2,375.5
3461,亞洲大學,創意設計學院不分系國際設計學士班,2,1,0,0,2,2,0,0,0,0,0,5,390.6
3462,國立宜蘭大學,外國語文學系,1.5,2,0,0,1,1,0,0,0,0,0,16,316.75
3463,國立宜蘭大學,應用經濟與管理學系,1,1,0,1,1,1,0,0,0,0,0,44,283.6
3464,國立宜蘭大學,休閒產業與健康促進學系,1,1.5,0,1,1,2,0,0,0,0,0,25,345.65
3465,國立宜蘭大學,土木工程學系,2,0,1,0,0,0,0,1,1,0,0,2,237.2
3466,國立宜蘭大學,機械與機電工程學系,1.5,1,2,0,0,0,0,2,1,0,0,32,293.15
3467,國立宜蘭大學,化學工程與材料工程學系,1,1,1.5,0,0,0,0,1.5,1.5,0,0,36,269
3470,國立宜蘭大學,環境工程學系,1.5,1.5,1.5,0,0,0,0,0,1,0,0,12,225.35
3471,國立宜蘭大學,生物機電工程學系,1.5,1,1.5,0,0,0,0,1.5,0,0,0,13,229.9
3472,國立宜蘭大學,食品科學系,1,1.5,1,0,0,0,0,0,1.5,2,0,27,334.5
3473,國立宜蘭大學,生物技術與動物科學系,1,1,0,0,0,0,0,0,1,2,0,28,252.7
3474,國立宜蘭大學,森林暨自然資源學系,1,1.5,1,0,0,0,0,0,1.5,1.5,0,19,267.9
3475,國立宜蘭大學,園藝學系,1,1,0,0,0,0,0,0,1,2,0,19,233.7
3476,國立宜蘭大學,電機工程學系,1,1,1,0,0,0,0,1,0,0,0,15,184.9
3477,國立宜蘭大學,電子工程學系,1.5,1,1,0,0,0,0,1.5,0,0,0,21,209.55
3500,國立宜蘭大學,資訊工程學系,1,2,1,0,0,0,0,1,0,0,0,16,231.7
3501,國立聯合大學,機械工程學系,2,1,2,0,0,0,0,2,1,0,0,40,277.8
3502,國立聯合大學,化學工程學系,1,1,2,0,0,0,0,1,2,0,0,11,273.8
3503,國立聯合大學,材料科學工程學系,1,1,2,0,0,0,0,2,2,0,0,16,299.5
3504,國立聯合大學,環境與安全衛生工程學系(甲組),1.5,1,1,0,0,0,0,0,2,0,0,7,215.95
3505,國立聯合大學,環境與安全衛生工程學系(乙組),1.5,1,1,0,0,0,0,0,0,2,0,7,244.85
3506,國立聯合大學,土木與防災工程學系,2,1,1,0,0,0,0,2,0,0,0,21,211.8
3507,國立聯合大學,能源工程學系,1,1,2,0,0,0,0,2,2,0,0,23,264.7
3510,國立聯合大學,建築學系,2,2,1.75,0,0,0,0,0,0,0,0,14,257.55
3511,國立聯合大學,工業設計學系,2,2,0,1.5,0,0,0,0,0,0,0,21,272.4
3512,國立聯合大學,電機工程學系,1,1.5,2,0,0,0,0,2,1,0,0,44,272.6
3513,國立聯合大學,電子工程學系(甲組),2,1,2,0,0,0,0,2,0,0,0,19,245.8
3514,國立聯合大學,電子工程學系(乙組),2,1,2,0,0,0,0,0,2,0,0,19,247
3515,國立聯合大學,光電工程學系,1.5,0,2,0,0,0,0,2,0,0,0,24,189.8
3516,國立聯合大學,資訊工程學系,1,2,2,0,0,0,0,1,0,0,0,26,237.3
3517,國立聯合大學,經營管理學系,1,2,0,2,0,0,0,0,0,0,0,49,243.4
3520,國立聯合大學,財務金融學系,1,1.5,0,1.5,0,1,0,0,0,0,0,34,267.3
3521,國立聯合大學,資訊管理學系,1.75,2,0,2,0,0,0,0,0,0,0,23,294.3
3522,國立聯合大學,臺灣語文與傳播學系,2,2,0,0,2,1,0,0,0,0,0,15,348
3523,國立聯合大學,華語文學系,2,2,0,0,2,0,1,0,0,0,0,28,347.8
3524,國立聯合大學,文化觀光產業學系,2,2,0,0,1,2,0,0,0,0,0,22,346.3
3525,國立聯合大學,文化創意與數位行銷學系,2,1,0,0,2,1,2,0,0,0,0,19,452.6
3526,馬偕醫學院,醫學系,0,1,1,0,0,0,0,1,1,1,0,27,438.4
3527,馬偕醫學院,護理學系,1.5,1.5,1,0,0,0,0,0,1,1.5,0,22,374.35
3530,馬偕醫學院,聽力暨語言治療學系聽力組,1,1.5,1,0,0,0,0,1.5,0,1,0,13,385.8
3531,馬偕醫學院,聽力暨語言治療學系語言組,1.5,1.5,1,0,0,0,0,1,0,1,0,12,404.25
3532,國立金門大學,應用英語學系,2,2,0,0,1.5,0,0,0,0,0,0,16,266.7
3533,國立金門大學,運動與休閒學系,2,1.75,0,1.5,0,0,0,0,0,0,0,24,212.95
3534,國立金門大學,企業管理學系,1.75,2,0,2,1,1,0,0,0,0,0,16,379.65
3535,國立金門大學,電子工程學系,1,1,1,0,0,0,0,1,1,0,0,20,160.8
3536,國立金門大學,食品科學系,1,1.5,0,0,0,0,0,0,2,2,0,17,265
3537,國立金門大學,土木與工程管理學系,1,1.75,2,0,0,0,0,2,0,0,0,19,202.1
3540,國立金門大學,觀光管理學系,2,2,0,1.5,1,1,0,0,0,0,0,23,351.2
3541,國立金門大學,資訊工程學系,1,2,2,0,0,0,0,2,1,0,0,13,266.1
3542,國立金門大學,建築學系,2,2,1.75,0,0,0,0,1,1,0,0,11,297.9
3543,國立金門大學,國際暨大陸事務學系,2,2,0,0,1,0,1.5,0,0,0,0,12,343.4
3544,國立金門大學,華語文學系,2,2,0,0,1.5,1,1,0,0,0,0,13,366.75
3545,國立金門大學,海洋與邊境管理學系,2,1.75,0,0,1,1,2,0,0,0,0,10,446.1
3546,國立金門大學,工業工程與管理學系,2,2,0,1.75,0,0,0,0,0,0,0,18,247.6
3547,國立金門大學,都市計畫與景觀學系,1.5,2,0,1.75,0,0,0,0,0,0,0,27,217.2
3550,國立金門大學,社會工作學系,2,2,0,1.5,0,0,1,0,0,0,0,12,302.2
3551,國立金門大學,長期照護學系,2,2,0,1.75,0,0,1,0,0,0,0,20,294.9
3552,國立金門大學,護理學系,1,1.5,1,0,0,0,0,0,1,1.5,0,17,240.85
