"校系
代碼",校名,系組名,國文,英文,數學甲,數學乙,歷史,地理,公民與社會,物理,化學,生物,術科,"錄取人數
(含外加)","普通生
錄取分數"
1723,國立東華大學,財務金融學系,1,1.5,0,2,0,0,0,0,0,0,0,27,287.3
1724,國立東華大學,資訊管理學系,1,1.75,0,2,0,0,0,0,0,0,0,30,268.03
1725,國立東華大學,觀光暨休閒遊憩學系,1,2,0,1,1,2,0,0,0,0,0,30,369.9
1726,國立東華大學,"管理學院管理科學與財金國際學士學位學
程",1,2,0,1.5,0,0,0,0,0,0,0,8,284.2
1727,國立東華大學,華文文學系,2,1,0,0,2,0,0,0,0,0,0,25,293.2
1730,國立東華大學,中國語文學系,2,1.25,0,0,1.25,1,0,0,0,0,0,29,290.93
1731,國立東華大學,英美語文學系,1.5,1.75,0,0,1,1,0,0,0,0,0,31,299.3
1732,國立東華大學,經濟學系,1,1.75,0,2,0,0,0,0,0,0,0,33,280.68
1733,國立東華大學,社會學系,1.5,1.25,0,0,1,0,1.25,0,0,0,0,23,278.65
1734,國立東華大學,歷史學系,1.5,1.5,0,0,2,1,0,0,0,0,0,29,343.85
1735,國立東華大學,臺灣文化學系,1,2,0,1,2,2,0,0,0,0,0,35,392.4
1736,國立東華大學,諮商與臨床心理學系,1,1.5,1.5,0,0,0,0,0,0,0,0,25,189.7
1737,國立東華大學,法律學士學位學程,1.5,1.5,0,0,1,0,1.25,0,0,0,0,11,348.65
1740,國立東華大學,公共行政學系,1.5,2,0,1,0,0,1,0,0,0,0,14,302.6
1741,國立東華大學,體育與運動科學系,1,1,1,0,0,0,0,0,0,0,2,18,237.9
1742,國立東華大學,教育與潛能開發學系,2,2,0,1,0,0,2,0,0,0,0,24,348.2
1743,國立東華大學,幼兒教育學系,2,2,0,1,1,0,2,0,0,0,0,19,408.4
1744,國立東華大學,特殊教育學系,1.25,1.25,0,1,1,1,0,0,0,0,0,22,277.78
1745,國立東華大學,教育行政與管理學系,2,2,0,1.5,1,0,1,0,0,0,0,19,389.2
1746,國立東華大學,族群關係與文化學系,2,1,0,0,1.5,1,2,0,0,0,0,19,397.9
1747,國立東華大學,民族語言與傳播學系,2,2,0,0,1,1,1.5,0,0,0,0,13,377.7
1750,國立東華大學,民族事務與發展學系,1,1,0,0,2,2,2,0,0,0,0,9,450.6
1751,國立東華大學,民族社會工作學士學位學程,1,1,0,0,2,2,2,0,0,0,0,11,457.9
1752,國立東華大學,藝術創意產業學系,2,2,0,0,1,1,0,0,0,0,0,16,327.4
1753,國立東華大學,藝術與設計學系,2,1,0,0,0,0,0,0,0,0,2,15,264.08
1754,國立東華大學,音樂學系-鋼琴、聲樂,1,1.25,0,0,0,0,0,0,0,0,2,1,189.04
1755,國立東華大學,音樂學系-綜合樂器,1,1.25,0,0,0,0,0,0,0,0,2,3,196.42
1756,臺北市立大學,教育學系,2,2,0,2,1,1,0,0,0,0,0,28,518.6
1757,臺北市立大學,特殊教育學系(自費),2,1.5,0,1.5,0,0,0,0,0,0,0,27,309.7
1760,臺北市立大學,特殊教育學系(公費)-臺北市,2,1.5,0,1.5,0,0,0,0,0,0,0,1,401.05
1761,臺北市立大學,幼兒教育學系,2,2,0,1.5,1,1,0,0,0,0,0,35,459.7
1762,臺北市立大學,心理與諮商學系,1.5,2,0,1.5,1,1,0,0,0,0,0,24,474.5
1763,臺北市立大學,學習與媒材設計學系,2,1.5,0,2,0,0,0,0,0,0,0,20,366.05
1764,臺北市立大學,中國語文學系,2,1,0,1,1,1,0,0,0,0,0,33,380.4
1765,臺北市立大學,英語教學系,1.25,2,0,1,1,1,0,0,0,0,0,26,405.88
1766,臺北市立大學,社會暨公共事務學系,1.5,1.5,0,1,1,0,2,0,0,0,0,17,485.45
1767,臺北市立大學,歷史與地理學系,1.5,1,0,1,1.5,1.5,0,0,0,0,0,15,437.35
1770,臺北市立大學,音樂學系,1,1,0,0,0,0,0,0,0,0,2,13,261.14
1771,臺北市立大學,視覺藝術學系,1.5,1.5,0,1,0,0,0,0,0,0,2,30,332.25
1772,臺北市立大學,數學系,1.25,1,2,0,0,0,0,1,0,0,0,18,279.95
1773,臺北市立大學,資訊科學系,1.25,2,2,0,0,0,0,1,0,0,0,25,347.33
1774,臺北市立大學,應用物理暨化學系電子物理組,1.25,1,1,0,0,0,0,1.5,1.5,0,0,8,363.1
1775,臺北市立大學,應用物理暨化學系應用化學組,1.25,1,1,0,0,0,0,1.5,1.5,0,0,8,367.63
1776,臺北市立大學,地球環境暨生物資源學系,1.5,1.5,1,0,0,0,0,1,1.5,0,0,15,345.75
1777,臺北市立大學,體育學系,1,1,1,0,0,0,0,0,0,1,1,2,231.3
2000,臺北市立大學,休閒運動管理學系,1,1,0,0,0,0,0,0,0,1,2,7,279.1
2001,臺北市立大學,運動健康科學系,1.5,2,1,0,0,0,0,0,0,1,0,5,308.75
2002,臺北市立大學,城市發展學系,1,2,0,1,0,2,0,0,0,0,0,9,405.3
2003,臺北市立大學,都會產業經營與行銷學系,1,2,0,2,0,0,0,0,0,0,0,14,365.6
2004,臺北市立大學,衛生福利學系,1,1,2,0,0,0,0,0,0,2,0,12,343.3
2005,國立屏東大學,教育學系,1.5,1.5,0,1.25,1,0,0,0,0,0,0,41,267.65
2006,國立屏東大學,幼兒教育學系,1.5,1.5,0,1,1,1,0,0,0,0,0,40,293.85
2007,國立屏東大學,特殊教育學系,1.5,1.25,0,1.25,1,1,0,0,0,0,0,25,304.28
2010,國立屏東大學,教育心理與輔導學系,1.5,1.5,0,1.25,1,0,0,0,0,0,0,25,295.85
2011,國立屏東大學,中國語文學系,2,1.25,0,0,1.5,0,0,0,0,0,0,27,258.15
2012,國立屏東大學,英語學系,1,2,0,0,1,0,0,0,0,0,0,19,229.5
2013,國立屏東大學,文化創意產業學系,2,1,0,0,1,0,0,0,0,0,0,20,217.9
2014,國立屏東大學,社會發展學系,1,1,0,0,1,1,1,0,0,0,0,23,282.2
2015,國立屏東大學,應用英語學系,2,2,0,0,0,0,1,0,0,0,0,1,292.4
2016,國立屏東大學,應用日語學系,2,2,0,0,0,0,1,0,0,0,0,2,318.2
2017,國立屏東大學,商業自動化與管理學系,1,1,0,1,0,0,0,0,0,0,0,1,186.2
2020,國立屏東大學,行銷與流通管理學系,1,2,0,2,0,0,0,0,0,0,0,1,317.3
2021,國立屏東大學,休閒事業經營學系,1.5,1.5,0,1,0,0,0,0,0,0,0,2,229.25
2022,國立屏東大學,不動產經營學系,1.5,1.25,0,1.5,0,0,0,0,0,0,0,2,256.3
2023,國立屏東大學,企業管理學系,1,1,0,1,0,0,0,0,0,0,0,1,206.3
2024,國立屏東大學,國際貿易學系,1,2,0,2,0,0,0,0,0,0,0,3,323.4
2025,國立屏東大學,財務金融學系,1,2,0,2,0,0,0,0,0,0,0,2,332.9
2026,國立屏東大學,會計學系,1.5,2,0,1,0,0,0,0,0,0,0,4,276.65
2027,國立屏東大學,應用化學系,0,1,1,0,0,0,0,0,1.5,0,0,25,143.3
2030,國立屏東大學,應用數學系,1,1,2,0,0,0,0,0,0,0,0,18,163.5
2031,國立屏東大學,應用物理系物理組,1,1,2,0,0,0,0,2,1.5,0,0,16,274.9
2032,國立屏東大學,應用物理系光電暨材料組,1,1,2,0,0,0,0,2,1.5,0,0,17,285.6
2033,國立屏東大學,科普傳播學系,1.25,1,1,0,0,0,0,0,1,0,0,9,156.15
2034,國立屏東大學,電腦與智慧型機器人學士學位學程,1,2,2,0,0,0,0,0,0,0,0,6,202
2035,國立屏東大學,電腦與通訊學系,1,2,2,0,0,0,0,0,0,0,0,2,201.7
2036,國立屏東大學,資訊工程學系,1,2,2,0,0,0,0,0,0,0,0,2,232.5
2037,國立屏東大學,資訊科學系,1.5,2,2,0,0,0,0,0,0,0,0,20,219
2040,國立屏東大學,資訊管理學系,1,2,0,2,0,0,0,0,0,0,0,1,325
2041,國立屏東大學,音樂學系-鋼琴,1.5,1.5,0,0,0,0,0,0,0,0,2,2,216.41
2042,國立屏東大學,音樂學系-弦樂,1.5,1.5,0,0,0,0,0,0,0,0,2,1,182.35
2043,國立屏東大學,音樂學系-綜合樂器,1.5,1.5,0,0,0,0,0,0,0,0,2,2,245.71
2044,國立屏東大學,視覺藝術學系,1.5,1.5,0,0,0,0,0,0,0,0,2,24,241.3
2045,國立屏東大學,體育學系,2,1.75,0,0,0,0,0,0,0,1,2,7,310.19
2046,國立新竹教育大學,教育與學習科技學系,2,2,0,2,1,1,0,0,0,0,0,33,467.5
2047,國立新竹教育大學,幼兒教育學系,1.25,1,0,1,1,1,0,0,0,0,0,41,312.03
2050,國立新竹教育大學,特殊教育學系,2,2,0,1.25,1,0,1,0,0,0,0,24,429.1
2051,國立新竹教育大學,教育心理與諮商學系,1.5,2,0,1.5,0,0,0,0,0,0,0,17,336.7
2052,國立新竹教育大學,體育學系(男),2,1,1,0,0,0,0,0,0,1,1.5,4,285.3
2053,國立新竹教育大學,體育學系(女),2,1,1,0,0,0,0,0,0,1,1.5,3,257.88
2054,國立新竹教育大學,中國語文學系,2,1.5,0,1,1,1,0,0,0,0,0,26,395.05
2055,國立新竹教育大學,英語教學系,1.5,2,0,1.5,1,1,0,0,0,0,0,34,416.85
2056,國立新竹教育大學,環境與文化資源學系,1,1,0,0,1.5,1.5,1.5,0,0,0,0,29,419.1
2057,國立新竹教育大學,藝術與設計學系創作組,1.5,1,0,0,1.5,0,0,0,0,0,2,19,354.39
2060,國立新竹教育大學,藝術與設計學系設計組,2,1.5,0,1,2,0,0,0,0,0,0,18,413
2061,國立新竹教育大學,音樂學系-鋼琴,1,1,0,0,0,0,0,0,0,0,2,2,235.6
2062,國立新竹教育大學,音樂學系-聲樂,1,1,0,0,0,0,0,0,0,0,2,2,228.44
2063,國立新竹教育大學,音樂學系-弦樂,1,1,0,0,0,0,0,0,0,0,2,2,213.94
2064,國立新竹教育大學,音樂學系-木管樂,1,1,0,0,0,0,0,0,0,0,2,2,245.82
2065,國立新竹教育大學,音樂學系-銅管樂,1,1,0,0,0,0,0,0,0,0,2,0,-----
2066,國立新竹教育大學,應用數學系,1,1,2,0,0,0,0,1.5,1,0,0,27,320.85
2067,國立新竹教育大學,應用科學系生命科學組,1,2,1,0,0,0,0,0,2,2,0,11,451
2070,國立新竹教育大學,應用科學系材料科學組,1,1,1.5,0,0,0,0,1.5,1.5,0,0,9,369.9
2071,國立臺東大學,教育學系,1.5,1.5,0,1,0,0,0,0,0,0,0,16,184.95
2072,國立臺東大學,文化資源與休閒產業學系,1.5,2,0,0,1.5,0,0,0,0,0,0,7,251.5
2073,國立臺東大學,幼兒教育學系,2,2,0,1.75,0,0,0,0,0,0,0,17,257.2
2074,國立臺東大學,特殊教育學系,1.5,1.5,0,1,0,0,0,0,0,0,0,12,183.05
2075,國立臺東大學,體育學系,2,1.5,0,1,0,0,0,0,0,0,0,7,193.35
2076,國立臺東大學,數位媒體與文教產業學系,2,1.5,0,1,0,0,0,0,0,0,0,5,222.35
2077,國立臺東大學,英美語文學系,1.5,2,0,0,1,1,0,0,0,0,0,13,272.5
2100,國立臺東大學,華語文學系,2,1.5,0,0,1,1,0,0,0,0,0,13,268.95
2101,國立臺東大學,身心整合與運動休閒產業學系,1.5,2,0,0,0,0,0,0,0,1.5,0,9,203.2
2102,國立臺東大學,公共與文化事務學系,2,0,0,0,1.5,1.5,1,0,0,0,0,14,354.15
2103,國立臺東大學,美術產業學系,2,1.75,0,0,0,0,0,0,0,0,2,15,276.48
2104,國立臺東大學,音樂學系,2,1.5,0,0,0,0,0,0,0,0,2,3,236.08
2105,國立臺東大學,應用數學系,2,1.5,2,0,0,0,0,0,0,0,0,8,195.7
2106,國立臺東大學,應用科學系化學及奈米科學組,1,1,1.5,0,0,0,0,1.5,2,0,0,5,248.25
2107,國立臺東大學,應用科學系應用物理組,1,1,1.5,0,0,0,0,2,1.5,0,0,9,247.3
2110,國立臺東大學,資訊管理學系,1.5,2,0,2,0,0,0,0,0,0,0,10,283.9
2111,國立臺東大學,資訊工程學系,1.5,2,2,0,0,0,0,0,0,0,0,18,194.95
2112,國立臺東大學,生命科學系,1.5,1,0,0,0,0,0,0,1,2,0,14,263.55
2113,國立臺東大學,綠色與資訊科技學士學位學程,1,1,0,2,0,0,0,0,0,0,0,5,200.7
2114,國立體育大學,體育推廣學系A,2,2,0,1.5,0,0,1,0,0,0,0,13,334
2115,國立體育大學,體育推廣學系B,2,1.75,0,0,0,0,0,0,0,0,2,11,288.8
2116,國立體育大學,運動保健學系A,2,2,1,0,0,0,0,0,0,1.75,1,9,330.39
2117,國立體育大學,運動保健學系B,2,2,1,0,0,0,0,0,0,1.75,0,10,351.98
2120,國立體育大學,休閒產業經營學系,2,2,0,1.25,0,0,0,0,0,0,0,26,250.6
2121,國立體育大學,適應體育學系,2,2,0,0,0,0,0,0,0,0,1.75,13,264.66
2122,元智大學,管理學院學士班(主修：企業管理),1,1,0,1,0,0,0,0,0,0,0,38,159.5
2123,元智大學,管理學院學士班(主修：財務金融),1,1,0,1,0,0,0,0,0,0,0,37,178.9
2124,元智大學,管理學院學士班(主修：國際企業),1,1,0,1,0,0,0,0,0,0,0,31,165.6
2125,元智大學,管理學院學士班(主修：會計),1,1,0,1,0,0,0,0,0,0,0,20,174.8
2126,元智大學,管理學院學士班(英語專班),1,1,0,1,0,0,0,0,0,0,0,5,199.6
2127,元智大學,工業工程與管理學系(B組),1.75,2,0,2,0,0,0,0,0,0,0,27,261.9
2130,元智大學,資訊傳播學系設計組,1,1,0,1,1,1,0,0,0,0,0,15,264.7
2131,元智大學,資訊傳播學系科技組(第一類組),1,1,0,1,1,1,0,0,0,0,0,12,260.9
2132,元智大學,資訊管理學系(社會組),1.75,2,0,2,0,0,0,0,0,0,0,58,267.1
2133,元智大學,資訊工程學系(資訊應用組),1,1,0,1,0,0,0,0,0,0,0,10,191.5
2134,元智大學,應用外語學系,1,1.5,0,0,1,0,0,0,0,0,0,33,188.4
2135,元智大學,中國語文學系,1.5,1,0,0,1,0,0,0,0,0,0,16,174.55
2136,元智大學,社會暨政策科學學系,1,1,0,0,0,0,1,0,0,0,0,15,154.6
2137,元智大學,藝術與設計學系,1,1,0,0,1,0,0,0,0,0,0,15,162.2
2140,元智大學,機械工程學系,0,1,2,0,0,0,0,2,0,0,0,36,211.9
2141,元智大學,化學工程與材料科學學系,1,1,1.75,0,0,0,0,2,2,0,0,37,335.8
2142,元智大學,工業工程與管理學系(A組),1.5,1.75,2,0,0,0,0,0,0,0,0,18,194.28
2143,元智大學,資訊傳播學系科技組(第二類組),1,1,1,0,0,0,0,0,0,0,0,7,129.1
2144,元智大學,資訊管理學系(自然組),1.75,2,2,0,0,0,0,0,0,0,0,6,277.25
2145,元智大學,資訊工程學系(資訊工程組),1,1,1,0,0,0,0,1,1,0,0,22,270.2
2146,元智大學,資訊工程學系(資訊電子組),1,1,1,0,0,0,0,1,1,0,0,10,256.7
2147,元智大學,電機工程學系,0,1,1.25,0,0,0,0,1.25,0,0,0,35,187
2150,元智大學,光電工程學系,1,1.25,1.5,0,0,0,0,1.5,1,0,0,33,257.53
2151,元智大學,通訊工程學系(電機通訊組),1,1,1,0,0,0,0,1,0,0,0,20,180.7
2152,元智大學,通訊工程學系(電子電路組),1,1,1,0,0,0,0,1,0,0,0,6,170.3
2153,元智大學,通訊工程學系(電子資通組),1,1,1,0,0,0,0,1,0,0,0,10,172.7
2154,元智大學,通訊工程學系(行動通訊組),1,1,1,0,0,0,0,1,0,0,0,6,166.5
2155,元智大學,通訊工程學系(系統晶片設計組),1,1,1,0,0,0,0,1,0,0,0,10,161.4
2156,國立中正大學,中國文學系,2,1.25,0,1,1,1,0,0,0,0,0,31,427.98
2157,國立中正大學,外國語文學系,1,2,0,1,1,1,0,0,0,0,0,31,429.9
2160,國立中正大學,歷史學系,1.5,1.5,0,0,2,1,0,0,0,0,0,29,421.5
2161,國立中正大學,哲學系,1.5,2,0,2,1,0,1,0,0,0,0,25,518.1
2162,國立中正大學,社會福利學系,1.5,1.5,0,1,1,0,0,0,0,0,0,21,349.5
2163,國立中正大學,勞工關係學系,1.5,2,0,1,1,0,1.5,0,0,0,0,25,491.05
2164,國立中正大學,政治學系,1,2,0,1,1,0,1.5,0,0,0,0,3,475.6
2165,國立中正大學,傳播學系,1.5,1.5,0,1,1,1,0,0,0,0,0,27,417.25
2166,國立中正大學,經濟學系,1,2,0,2,0,0,0,0,0,0,0,46,377.5
2167,國立中正大學,財務金融學系,1,2,0,2,0,0,0,0,0,0,0,34,382.7
2170,國立中正大學,企業管理學系,1.5,2,0,2,0,0,0,0,0,0,0,61,405.6
2171,國立中正大學,會計與資訊科技學系,1.5,2,0,2,0,0,0,0,0,0,0,27,411.1
2172,國立中正大學,法律學系法學組,1.5,1.5,0,1,1,0,1,0,0,0,0,20,433.65
2173,國立中正大學,法律學系法制組,1.5,1.5,0,1,1,0,1,0,0,0,0,22,432.4
2174,國立中正大學,財經法律學系,1.5,1.5,0,1,1,0,1,0,0,0,0,11,443.9
2175,國立中正大學,成人及繼續教育學系,1,1.25,0,1,1,0,1,0,0,0,0,12,365.9
2176,國立中正大學,犯罪防治學系,1.25,1.5,0,1,0,0,1.5,0,0,0,0,17,381.75
2177,國立中正大學,數學系,0,1.25,2,0,0,0,0,1,0,0,0,36,259.7
2200,國立中正大學,物理學系,1,1,1.5,0,0,0,0,1.5,1,0,0,15,383.05
2201,國立中正大學,化學暨生物化學系,1,1.25,1.25,0,0,0,0,1,2,0,0,30,414.55
2202,國立中正大學,地球與環境科學系,0,1,1.5,0,0,0,0,1.5,1.5,0,0,21,339.4
2203,國立中正大學,資訊工程學系,1,1.5,1.25,0,0,0,0,1,1,0,0,41,371.8
2204,國立中正大學,電機工程學系,1,1,1,0,0,0,0,1,1,0,0,29,329.7
2205,國立中正大學,機械工程學系,1,1.5,2,0,0,0,0,2,1,0,0,71,471.45
2206,國立中正大學,化學工程學系,1,1.25,1.25,0,0,0,0,1,1.25,0,0,31,368.15
2207,國立中正大學,通訊工程學系,1,1,1,0,0,0,0,1.5,1,0,0,15,355.25
2210,國立中正大學,資訊管理學系,1,2,2,0,0,0,0,1,1,0,0,21,433.4
2211,國立中正大學,心理學系,1,1.5,1.5,0,0,0,0,0,0,1.25,0,36,342.58
2212,國立中正大學,生命科學系,0,1.25,1,0,0,0,0,1,1.5,1.5,0,19,398.1
2213,國立中正大學,運動競技學系,2,2,1,0,0,0,0,0,0,1.5,1,4,267.53
2214,大葉大學,機械與自動化工程學系(機電整合組),2,2,0,1.75,0,0,0,0,0,0,0,7,173
2215,大葉大學,電機工程學系(產學合作組),2,1.75,0,2,0,0,0,0,0,0,0,14,99.4
2216,大葉大學,材料科學與工程學系,2,2,0,1.75,0,0,0,0,0,0,0,7,102
2217,大葉大學,消防安全學士學位學程(消防組),2,2,0,1.75,0,0,0,0,0,0,0,16,108.7
2220,大葉大學,資訊工程學系,2,1.75,0,2,0,0,0,0,0,0,0,23,150.15
2221,大葉大學,環境工程學系(社會組),2,2,0,1,1,2,0,0,0,0,0,7,245.1
2222,大葉大學,企業管理學系,2,1,0,0,2,2,0,0,0,0,0,19,218.1
2223,大葉大學,資訊管理學系,2,0,0,1,2,2,0,0,0,0,0,9,217.2
2224,大葉大學,工業工程與管理學系(產品開發組),2,2,0,1,2,1,0,0,0,0,0,1,313.4
2225,大葉大學,人力資源暨公共關係學系,2,1,0,0,2,1,2,0,0,0,0,7,236.8
2226,大葉大學,會計資訊學系,2,1,0,0,2,2,0,0,0,0,0,7,225.9
2227,大葉大學,國際企業管理學系,2,1,0,0,2,2,0,0,0,0,0,11,189.2
2230,大葉大學,財務金融學系,2,0,0,1,2,2,0,0,0,0,0,16,209
2231,大葉大學,工業設計學系,2,1,0,2,1,0,0,0,0,0,2,9,145
2232,大葉大學,視覺傳達設計學系,2,1,0,0,2,2,0,0,0,0,0,11,306.2
2233,大葉大學,傳播藝術學士學位學程,2,1,0,0,2,2,0,0,0,0,0,10,263
2234,大葉大學,多媒體數位內容學位學程,2,1,0,1,2,2,0,0,0,0,0,8,319.8
2235,大葉大學,綠色產品設計學士學位學程(工業設計組),2,2,0,1,2,1,0,0,0,0,0,4,246.4
2236,大葉大學,空間設計學系(建築組),2,1,0,1,2,2,0,0,0,0,0,24,212.3
2237,大葉大學,空間設計學系(室內設計組),2,1,0,1,2,2,0,0,0,0,0,8,342.1
2240,大葉大學,造形藝術學系,2,2,0,0,1,1,0,0,0,0,2,24,187.8
2241,大葉大學,英語學系,2,2,0,0,2,1,0,0,0,0,0,16,187
2242,大葉大學,文創產業國際人才學士學位學程,2,2,0,0,1.75,0,0,0,0,0,0,10,133.55
2243,大葉大學,應用日語學系,2,1,0,0,2,1,2,0,0,0,0,21,313.2
2244,大葉大學,歐洲文化與旅遊學士學位學程,2,1,0,0,1,2,2,0,0,0,0,9,242.1
2245,大葉大學,生物產業科技學系(食品生技組),2,1.75,0,2,0,0,0,0,0,0,0,10,102.18
2246,大葉大學,生物產業科技學系(工廠實務與管理組),2,1.75,0,2,0,0,0,0,0,0,0,2,153.85
2247,大葉大學,分子生物科技學系(醫藥檢驗與管理組),2,1,0,0,2,2,0,0,0,0,0,11,194.5
2250,大葉大學,生物資源學系(生態旅遊與生物多樣性組),2,1.75,0,2,0,0,0,0,0,0,0,10,113.8
2251,大葉大學,藥用植物與保健學系(中藥保健組),2,1.75,0,2,0,0,0,0,0,0,0,12,182.5
2252,大葉大學,觀光旅遊學系,2,1,0,0,2,2,0,0,0,0,0,11,256.2
2253,大葉大學,餐旅管理學系,2,1,0,0,2,2,1,0,0,0,0,12,291
2254,大葉大學,休閒事業管理學系,1,1,0,0,2,2,2,0,0,0,0,19,236.1
2255,大葉大學,婚禮企劃暨節慶管理學士學位學程,2,1,0,0,2,2,0,0,0,0,0,7,195.9
2256,大葉大學,烘焙暨飲料調製學士學位學程,2,1,0,0,2,2,0,0,0,0,0,8,251.6
2257,大葉大學,護理學系,2,2,0,1.75,0,0,0,0,0,0,0,36,203.1
2260,大葉大學,運動健康管理學系,2,1,0,0,2,2,0,0,0,0,0,9,234.1
2261,大葉大學,視光學系,2,2,0,1.75,0,0,0,0,0,0,0,8,180.9
2262,大葉大學,醫療器材設計與材料學士學位學程,2,1,0,1,2,2,0,0,0,0,0,3,212.5
2263,中華大學,電機工程學系,2,1,1,0,0,0,0,2,2,0,0,25,145.2
2264,中華大學,機械工程學系(精密機械組),2,1,1,0,0,0,0,2,2,0,0,5,168.9
2265,中華大學,機械工程學系(智慧自動化組),2,1,1,0,0,0,0,2,2,0,0,2,202
2266,中華大學,電子工程學系,2,1,1,0,0,0,0,2,2,0,0,2,151.7
2267,中華大學,光機電與材料學士學位學程,2,1,1,0,0,0,0,2,2,0,0,2,170.8
2270,中華大學,工業管理學系,2,1,0,1,2,2,0,0,0,0,0,5,200.4
2271,中華大學,企業管理學系(企業管理組),2,1,0,1,2,2,0,0,0,0,0,19,201.2
2272,中華大學,企業管理學系(行銷管理組),2,1,0,1,2,2,0,0,0,0,0,9,201.4
2273,中華大學,財務管理學系,2,1,0,1,2,2,0,0,0,0,0,11,252.4
2274,中華大學,國際企業學系,1,1,0,0,2,2,2,0,0,0,0,11,241.8
2275,中華大學,運輸科技與物流管理學系,2,1,0,1,2,2,0,0,0,0,0,14,211.2
2276,中華大學,科技管理學系,2,1,0,1,2,2,0,0,0,0,0,2,303.3
2277,中華大學,建築與都市計畫學系(建築設計組),2,1,0,1,2,2,0,0,0,0,0,20,202.2
2300,中華大學,建築與都市計畫學系(環境規劃與管理組),2,1,0,1,2,2,0,0,0,0,0,1,201.7
2301,中華大學,建築與都市計畫學系(建築科技組),2,2,2,0,0,0,0,1,1,0,0,16,127.2
2302,中華大學,景觀建築學系,2,1,0,1,2,2,0,0,0,0,0,17,208.3
2303,中華大學,營建管理學系,2,1,0,1,2,2,0,0,0,0,0,4,196.2
2304,中華大學,土木工程學系,2,2,2,0,0,0,0,1,1,0,0,9,167
2305,中華大學,工業產品設計學系(工業設計組),2,1,0,2,2,1,0,0,0,0,0,8,189.4
2306,中華大學,工業產品設計學系(創意生活設計組),2,1,0,1,2,2,0,0,0,0,0,14,206.7
2307,中華大學,外國語文學系,2,2,0,0,2,1,1,0,0,0,0,19,201.2
2310,中華大學,應用日語學系(商務組),2,1,0,0,2,2,1,0,0,0,0,16,238.4
2311,中華大學,應用日語學系(語文組),2,1,0,0,2,2,1,0,0,0,0,11,274.8
2312,中華大學,應用日語學系(觀光組),2,1,0,0,2,2,1,0,0,0,0,11,215.2
2313,中華大學,行政管理學系,2,1,0,0,2,1,2,0,0,0,0,19,248.1
2314,中華大學,資訊工程學系(資訊工程組),2,1,1,0,0,0,0,1,1,0,0,26,112
2315,中華大學,資訊工程學系(軟體工程及設計組),2,1,0,2,0,0,0,0,0,0,0,15,110.5
2316,中華大學,資訊工程學系(資訊應用組),2,0,0,1,2,2,0,0,0,0,0,6,173.2
2317,中華大學,資訊工程學系(雲端物聯網組),2,1,1,0,0,0,0,1,1,0,0,5,108.2
2320,中華大學,生物資訊學系,2,0,0,0,0,0,0,0,1,2,0,27,150.4
2321,中華大學,資訊管理學系(資訊系統設計組),2,1.75,0,2,0,0,0,0,0,0,0,15,105
2322,中華大學,資訊管理學系(資訊管理應用組),2,1,0,1,2,2,0,0,0,0,0,5,247.8
2323,中華大學,資訊管理學系(手機軟體設計組),2,1.75,0,2,0,0,0,0,0,0,0,6,169.15
2324,中華大學,資訊管理學系(巨量資料應用組),2,1,0,1,2,2,0,0,0,0,0,2,224.8
2325,中華大學,餐旅管理學系,2,1,0,0,2,2,1,0,0,0,0,34,226.3
2326,中華大學,休閒遊憩規劃與管理學系,2,1,0,0,2,2,1,0,0,0,0,14,216.2
2327,中華大學,觀光與會展學系,1,1,0,0,2,2,2,0,0,0,0,15,235.4
2330,華梵大學,工業工程與經營資訊學系(自然組),2,2,2,0,0,0,0,1,1,0,0,7,134.2
2331,華梵大學,工業工程與經營資訊學系(社會組),2,1,0,1,2,2,0,0,0,0,0,4,188
2332,華梵大學,機電工程學系,2,2,2,0,0,0,0,1,0,0,0,9,117.5
2333,華梵大學,電子工程學系,2,1,1,0,0,0,0,2,2,0,0,3,182.2
2334,華梵大學,資訊管理學系,2,1.75,0,2,0,0,0,0,0,0,0,20,106.35
2335,華梵大學,中國文學系,2,0,0,0,1,0,2,0,0,0,0,17,144.8
2336,華梵大學,外國語文學系,2,2,0,0,1.75,1,0,0,0,0,0,27,169.48
2337,華梵大學,哲學系,2,0,0,0,2,1.75,1,0,0,0,0,11,195.8
2340,華梵大學,建築學系,2,1,0,1,2,2,0,0,0,0,0,22,184.6
2341,華梵大學,工業設計學系產品設計組,2,1,0,0,2,2,0,0,0,0,0,10,182.8
2342,華梵大學,工業設計學系交通工具設計組,2,1,0,0,2,2,0,0,0,0,0,6,217.3
2343,華梵大學,環境與防災設計學系環境設計組,2,1,0,1,2,2,0,0,0,0,0,3,206.8
2344,華梵大學,環境與防災設計學系環境防災組,2,1.75,0,2,0,0,0,0,0,0,0,3,100.18
2345,華梵大學,美術與文創學系文創設計組,2,1,0,0,2,1,0,0,0,0,0,28,158.2
2346,華梵大學,美術與文創學系美術創作組,2,1,0,0,2,0,0,0,0,0,2,16,277.56
2347,義守大學,電機工程學系甲組,2,1,2,0,0,0,0,2,1,0,0,30,194.3
2350,義守大學,電機工程學系乙組,2,1,2,0,0,0,0,0,1,2,0,14,189
2351,義守大學,電子工程學系光電組,2,1,1,0,0,0,0,2,2,0,0,15,168.8
2352,義守大學,電子工程學系微電子與系統組,2,1,2,0,0,0,0,2,1,0,0,10,123.4
2353,義守大學,資訊工程學系資訊工程組,2,1,2,0,0,0,0,2,1,0,0,24,202.9
